pmid	title	abstract	included_c	included_w
30737921	[Chemotherapy in colon cancer].	The aim of the study is to improve the overall survival rates of patients with colon cancer, analyzing the results of chemotherapy in municipal institution «Precarpathian Clinical Oncology Center» and determining the appropriate scheme of chemotherapy in correlation with the stage of the disease. Materials and methods: The basis of the study was the results of the observation of 973 patients with colon cancer (CC). The direct and long-term results of chemotherapy of colon cancer were studied and evaluated. All patients were divided according to the stage of the disease (TNM system). Patients with Stage II, III and IV colon cancer were included into the study. Within each stage of CC patients were divided into groups, depending on the received chemotherapy (FOLFOX, FOLFIRI, XELOX, Mejo, or phthorafurum). The overall survival rate of patients was determined within each stages of colon cancer, the treatment received and the total number of patients. Results: In patients with Stage IV CC, FOLFIRI and FOLFOX prevailed in chemotherapy - 40.7& and 37.3& respectively. 8.5& of patients received XELOX and 6.8& of patients received Mejo. The same percentage of patients received monotherapy with phthorafurum. In chemotherapy most of the patients with Stage III CC received FOLFOX - 42.9&, FOLFIRI and Mejo- 18.1& and 27.6& of patients respectively. Another 10.5& of patients received mono-chemotherapy with phthorafurum. In chemotherapy of patients with Stage II CC, most patients received Mejo and mono-chemotherapy with phthorafurum.- 28.8& and 32.2& of patients. FOLFOX was received by 18.4& of patients, FOLFIRI - by 13.8&, and XELOX - by 5.9& of patients. Conclusions: In patients with Stage II CC Mejo was the most effective PCT scheme - the highest percentage of patients who survived in a 5- year observation. In patients with StageIII CC, the same index is the best in the group of patients who received FOLFOX. In patients with Stage IV CC FOLFIRI was the most effective (the highest percentage of patients who survived) in a one-, two- and three-year observation.	1	0
30737926	[An assessment of the effectiveness of comprehensive neurorehabilitation in patients after ischemic stroke].	Introduction: Comprehensive rehabilitation after stroke is to help the patient recover optimal physical and mental condition. The multidirectional approach to the patient implemented by a multidisciplinary team: physicians, physiotherapists, neurologopedians and neuropsychologists allows the best use of the patient's potential. The aim: To evaluate the effectiveness of comprehensive neurological rehabilitation of patients after ischemic stroke. Materials and methods: The 90 patients after ischemic stroke were examined. The first examined group (45 people) consisted of patients rehabilitated at the Department of Rehabilitation and Physical Medicine of the WAM University Hospital in Lodz. The second examined group number (45 people) consisted of patients waiting for admission to the Department of Rehabilitation, who were rehabilitated in environmental conditions. The patients were examined twice: first before the rehabilitation (study I) and then at the end of rehabilitation program (study II). The ADL Index by Barthel was used to assess the functional status of the patients. In addition, speech disorders (SODA scale) and emotional state (Beck Depression Scale) were assessed in patients. Results: Both individuals after stroke rehabilitated in hospital and those rehabilitated in environmental conditions achieved a significant improvement in activities of daily living and improvement in speech - symptoms of aphasia were withdrawn. However, only stroke patients rehabilitated in hospital conditions achieved a significant improvement in the emotional state. Conclusions: Stroke patients rehabilitated in hospital conditions have significantly improved their functional status and emotional state compared to patients rehabilitated in environmental conditions.	1	0
30739891	Research Advocacy Training Program Benefits Diverse Older Adults in Participation, Self-Efficacy and Attitudes toward Research.	Developing a Research Participation Enhancement and Advocacy Training Program for Diverse Seniors (DREAMS) is a two-part health education (part 1 [DP1]) and research advocacy training (part 2 [DP2]) program grounded in CBPR principles designed to address underrepresentation of socioeconomically disadvantaged and/or minority older adults in research. We examine the effects of DREAMS on health literacy, psychosocial function, beliefs/attitudes toward research, and self-efficacy in diverse older adults age 65 and older who completed only part 1 of DREAMS (n = 51) versus those who completed both parts 1 and 2 (DREAMS Team [DT]; n = 24). We hypothesized that benefits would be observed in both groups, with greater benefits seen among DT completers versus those who completed only part 1. Participants completed pre- and post-course questionnaires, including a satisfaction survey. DREAMS versus DT data were analyzed and compared using t tests, χ2 tests, analyses of variance/repeated measures analyses of variance, and Mann-Whitney U tests as appropriate. Themes were identified from open-ended survey questions and provide context for quantitative data. Findings showed significant group × time interaction in depression, participation/autonomy, and physical composite scores as well as trends toward improved attitudes toward research participation (P = .07), decreased depression (P &lt; .001), and increased participation (P = .03) of the DT group. Results from the satisfaction questionnaire indicated that both programs were well-received. Findings provide strong evidence of DREAMS and particularly the DT's success in achieving our key objectives.	1	0
30740067	Decision-Making Deficits Are Associated With Learning Impairments in Female College Students at High Risk for Anorexia Nervosa: Iowa Gambling Task and Prospect Valence Learning Model.	This study investigated deficits in decision-making ability in female college students at high risk for anorexia nervosa (AN) using the Iowa Gambling Task (IGT) and the prospect valence learning (PVL) model. Based on scores on the Korean version of the Eating Attitude Test-26 (KEAT-26), participants were assigned to either the high risk for AN group (n = 42) or the control group (n = 43). The high risk for AN group exhibited significantly lower total net scores and block net scores on the third, fourth, and fifth blocks of the IGT than the control group did. The high risk for AN group selected cards significantly more often from the disadvantageous A and B decks and less often from the advantageous D deck than the control group did. In addition, the block net scores of the high risk for AN group did not differ across the five blocks, whereas those of the control group increased as the trials progressed. There was a significant negative correlation between IGT total net score and total score on the KEAT-26. The high risk for AN group had significantly lower values than the control group on the learning and response consistency parameters of the PVL model. These results indicate that female college students at high risk for AN have deficits in decision-making ability, and that these deficits are related to difficulties in remembering experience obtained from earlier trials and applying it to later trials. These difficulties further lead them to make decisions randomly.	1	0
30740192	Sustained Intervention Effects on Older Adults' Attitudes Towards Alcohol and Medication Interactions.	Older adults are at risk for experiencing alcohol and medication interactions (AMI) given concomitant alcohol and medication use. However, there have been limited efforts to develop and evaluate AMI prevention interventions. The current study examined sustained intervention effects on older adults' attitudes, awareness, and intentions regarding AMI. A sample of N = 134 older adults completed assessments before and after exposure to AMI risk educational materials (Times 1 and 2). N = 97 participants (72%) were reached for a three-month follow-up phone call (Time 3). There was a positive linear trend over time in the number of identified AMI side effects. While knowledge of intervention messages remained high and stable over time, quadratic trends for perceived importance of AMI messages indicated positive short-term effects that did not sustain over time. Few differences by drinking status were found. This intervention had positive short-term effects on AMI awareness, intentions, and perceived messaging importance, but these short-term effects were only maintained over time for awareness. This study provides Certified Health Education Specialists with a model for planning and evaluating a brief intervention to prevent AMI among older adults.	1	0
30745885	Bone Status in Obese, Non-diabetic, Antipsychotic-Treated Patients, and Effects of the Glucagon-Like Peptide-1 Receptor Agonist Exenatide on Bone Turnover Markers and Bone Mineral Density.	Background: Low bone mineral density (BMD) may constitute an underestimated comorbidity in schizophrenia patients undergoing long-term antipsychotic treatment. Glucagon-like peptide 1 (GLP-1) receptor agonists are antidiabetic drugs, which may also affect bone turnover. Methods: In planned secondary analyses of a 3 months, double-blind, randomized, placebo-controlled trial (n = 45), we explored effects of the GLP-1 receptor agonist exenatide 2 mg once-weekly (n = 23), or placebo (n = 22) on bone turnover markers (BTMs) and BMD in chronic, obese, antipsychotic-treated patients with schizophrenia spectrum disorder. Baseline BTMs were compared to sex- and age-adjusted reference values from a Danish population cohort, and T- and Z-scores were calculated for BMD. Results: In women (n = 24), all baseline BTM measurements of procollagen type I N-terminal propeptide (PINP) and C-terminal cross-linking telopeptide of type I collagen (CTX) were within reference values. In men (n = 21), 5% displayed lower PINP and 14% displayed lower CTX. One patient displayed BMD Z-score < -2, and 23% of patients (17% of women and 29% of men) displayed -2.5 < T-scores < -1 indicating osteopenia, but none had osteoporosis. After treatment, PINP decreased at trend level significance (P = 0.05), and body mass index BMD increased for L2-L4 (P = 0.016). No changes in bone markers were significant after correction for mean prolactin levels. Conclusions: Sex- and age-adjusted measures of bone status in chronic, obese, antipsychotic-treated patients appeared comparable to the reference population. Subtle changes in bone markers during 3 months exenatide treatment may suggest beneficial effects of GLP-1 receptor agonists on bone status in antipsychotic-treated patients, and further studies should consider the potential influence of prolactin.	1	0
30756094	Economic evaluation plan of a randomised controlled trial of intra-nodular injection of anti-TNF and placebo among patients with early Dupuytren's disease: Repurposing Anti-TNF for Treating Dupuytren's Disease (RIDD).	Dupuytren's disease (DD) is a common fibroproliferative condition of the palmar and digital fascia of the hand; however, there is currently no approved treatment for early stage DD. The objective of this paper is to describe the methods applied to assess the cost-effectiveness of adalimumab injections compared to usual care for controlling the progression of early stage DD in the Repurposing Anti-TNF for Treating Dupuytren's Disease (RIDD) trial. Measure of effectiveness and resource use will be obtained from a randomised clinical trial, carried out in three healthcare centres, and recruiting a minimum of 138 patients aged 18 years and above with a diagnosis of early stage DD. Resource use and utility measures (quality-adjusted life years) will be collected at 3, 6, 9, 12 (primary outcome endpoint) and 18 months post-randomisation. A within-trial cost-utility analysis (CUA) will be conducted at 12 months and if the intervention is effective, a decision analytic model will be applied to estimate the lifetime effectiveness and costs. The analysis will be performed from a health system (National Health Service and personal social services) perspective. Sensitivity analysis will be conducted to assess the robustness of the results. RIDD is the first randomised controlled trial with an economic evaluation conducted among patients with early stage DD. The protocol described here records our intent to conduct both a within-trial CUA alongside the RIDD study and a lifetime CUA using decision-analytic modelling.	0	1
30760189	Real World Patient-reported Outcomes in HIV-infected Adults Switching to EVIPLERA®, Because of a Previous Intolerance to cART. PRO-STR Study.	To investigate the impact of switching from stable Combined Antiretroviral Therapy (cART) to single-tablet regimen (RPV/FTC/TDF=EVIPLERA® /COMPLERA®) on patient- reported outcomes in HIV-infected adults who cannot tolerate previous cART, in a real-world setting. PRO-STR is a 48-week observational, prospective, multicenter study. Presence and magnitude of symptoms (main endpoint), health-related quality-of-life (HRQoL), adherence, satisfaction with treatment and patient preferences were assessed. Three hundred patients with 48-week follow-up, who switched to EVIPLERA® (mean age: 46.6 years; male: 74.0%; 74.7% switched from a non-nucleoside reverse-transcriptase-inhibitor, 25.3% from a protease inhibitor + ritonavir) were included. There was no statistical difference in median CD4+ cell count (baseline: 678.5 cells/mm3; 48-week: 683.0 cells/mm3) neither in virological suppression (≤50 copies/mL) (baseline: 98.3%; 48-week: 95.3%). The most frequent reasons for switching were neuropsychiatric (62.3%), gastrointestinal (19.3%) and biochemical/metabolic (19.3%) events. Only 7.7% of patients permanently discontinued therapy. At 48-week, all outcomes showed an improvement compared to baseline. Overall, there was a significant decrease (pvalue≤ 0.05) in number and magnitude of symptoms, while HRQoL, satisfaction and adherence improved significantly. Most patients prefered EVIPLERA® than previous cART. According to the type of intolerance, HRQoL was improved, but only significantly in patients with neuropsychiatric and gastrointestinal symptoms. Adherence improved significantly in patients with metabolic disturbances and satisfaction with EVIPLERA® was higher in the three groups. Switching to EVIPLERA® from non-nucleoside reverse-transcriptase-inhibitor or protease inhibitor-based regimens due to toxicity, improved the presence/magnitude of symptoms, HRQoL, and preference with treatment. EVIPLERA® maintained a virological response, CD4+ cell count and maintained or improved adherence.	1	0
30761009	A Novel Approach to Better Characterize Medication Adherence in Oral Anticancer Treatments.	Purpose: This study aims to describe a 12-month medication adherence with oral anticancer medications (OAMs) in a routine care medication adherence program, and to better characterize non-persistence. Patients and methods:In this observational, one-centered, longitudinal study, medication adherence was monitored electronically while patients were taking part in a medication adherence program for 12 months or until treatment stop. Patients were >18 years and starting or taking one of the following OAMs: letrozole, exemestane, imatinib, sunitinib, capecitabine, or temozolomide. Non-persistence was defined as any premature treatment interruption due to patient's unilateral decision or to a medical decision because of adverse effects. The Kaplan Meier survival function estimate was used to characterize persistence, and Generalized Estimating Equations (GEE) were adopted to fit implementation. Statistical analyses were performed using the R software package. Results: Forty-three outpatients with various tumor entities were enrolled. Reasons for quitting the medication adherence program and/or OAM medication were characterized as OAM discontinuation due to adverse effects or toxicity (n = 5), planned OAM completion time (n = 10), OAM failure (cancer relapse) (n = 5) and non-compliance to the adherence program (n = 3). In persistent patients, the implementation rates were high (from 98% at baseline to 97% at 12 months). The probability of being persistent at 12 months was estimated at 85%. Conclusion: A better characterization of both persistence and implementation to OAMs in real life settings is crucial for understanding and optimizing medication adherence to OAMs. The complex identification of non-persistence underlines the need to carefully and prospectively assess OAM interruption or treatment switch reasons. The GEE analysis for describing implementation to OAMs will allow researchers and professionals to take advantage of the richness of longitudinal real-time data, to avoid reducing such data through thresholds and to put them into perspective with OAM blood levels.	0	1
30761186	Impact of Rental Assistance on Modifiable Health Risk Factors and Behaviors in Adults.	Housing may influence health through various mechanisms and is recognized as a social determinant of health. This study investigated the influence of rental assistance on modifiable health risk factors and behaviors using data from the Panel Study of Income Dynamics (PSID). Participants receiving rental assistance were compared with participants not receiving rental assistance on body mass index (BMI), obesity, smoking, alcohol use and physical activity. Participants (N=1374) were age 18 to 62, head of household, and had not received rental assistance for four years prior to baseline. Treatment group participants (N=116) received rental assistance between baseline and the two-year follow-up. Comparison group participants (N=1258) were eligible for rental assistance two years after baseline but did not receive assistance. Models estimated the average treatment effect on treated (ATET) for each health indicator in each follow-up year. Participants were matched on age, race-ethnicity, gender, education, disability status, employment, household income and number of children in the household. At the two-year follow-up, smoking was significantly higher among treatment group participants. A sensitivity analysis excluding permanently disabled participants showed significantly higher obesity in the treatment group two years after baseline. No significant differences were found four or six years after baseline on any outcome. Rental assistance was associated with increased smoking and obesity two years after baseline, but did not influence BMI, alcohol consumption, or physical activity. Interventions to reduce smoking and obesity may improve the health of individuals who receive rental assistance.	0	1
30767481	[Incidence of adverse events associated with the peripheral venous catheter in a Tunisian university hospital].	To determine the incidence of peripheral venous catheters-related adverse events (PVCAEs). We conducted a prospective observational study in the cardiology department over a period of 3 months. All inserted PVCs were monitored (every 12 hours) from insertion to up to 48 hours after removal. Data were analyzed for 148 patients with a mean age of 63.37±12.26 years and male predominance (n=76, 51.4%). The most common medical history was high blood pressure (56.1%) followed by obesity (39.2%). Intake of antibiotics was noted in 16.2% of cases where amoxicillin-clavulanic acid was the most prescribed molecule (4.1%). A total of 210 PVCs was studied (794 PVC-days). The mean maintenance time was 5.36±3.95 days. 38 PVCs resulted in 70 AEs with an incidence of 33.33 % (8.81 per 1000 PVC-days). The most common complication was pain (n=35, 50%), followed by mechanical PVCAEs (n=22, 31.42%). The incidence of PVCAEs remains high. The analysis of the main risk factors for these AEs would make better the identification of the preventive actions that should be undertaken.	1	0
30774976	Accumulated or continuous exercise for glycaemic regulation and control: a systematic review with meta-analysis.	To compare the effectiveness of accumulating exercise in multiple bouts of at least 10 min throughout a day with exercise completed in a single bout (continuous or interval), or no exercise, on glycaemic control and regulation in inactive people without diagnosed glycaemic dysfunction. Systematic review and meta-analysis. Seven electronic databases were searched: CINAHL (EBSCO), Cochrane Library, EMBASE (Ovid), MEDLINE 1948-(Ovid), SCOPUS (Elsevier), SPORTDiscus (EBSCO) and Web of Science (ISI) with no restrictions on date and included all titles indexed up to February 2018. Articles reporting insufficiently active adults (19 to 64 years) without metabolic dysfunction, measuring glycaemic control or regulation following at least 6 weeks of aerobic exercise. Only one study compared accumulated exercise to single-bout exercise with no significant effect on fasting glucose (95% CI: -0.04 to 0.24 mmol·L-1) or fasting insulin (95% CI: -1.79 to 9.85 pmol·L-1) reported 48 hours after the final bout. No studies compared accumulated exercise with no-exercise. Compared with no-exercise, single-bout exercise reduces insulin resistance (mean difference (MD): -0.53 pmol·L-1; 95% CI: -0.93 to -0.13). Insulin resistance was clearly reduced with moderate-intensity (-0.68 (-1.28 to -0.09)) but not with high-intensity (-0.38 (-1.20 to 0.44)) exercise. Single-bout exercise was not statistically more beneficial than no-exercise for glycated haemoglobin (HbA1c) (MD: -0.11 %; 95% CI: -0.24 to 0.02) in metabolically healthy individuals. The glycaemic response to accumulated exercise or single-bout exercise might not be different, however exercise intensity might influence the mechanisms generating the response. CRD42015025042.	1	0
30775606	Autogenously derived regenerative cell therapy for venous leg ulcers.	Venous leg ulcers (VLUs), which arise from chronic venous insufficiency in the lower limbs, are a major cause of morbidity and significantly negatively impact patients' health-related quality of life. Treatment of venous ulcers can be either conservative or surgical. Despite appropriate treatment, VLUs can be resistant to healing. Clinical results of treatment of venous foot ulcers with adipose-derived autologous stem cells, which did not improve despite the surgical treatment of the underlying venous pathology in the following case series, are reported. Between April 2015 and January 2016, a total of 31 patients who had undergone surgery for underlying venous pathology but the venous ulcer had not healed were included in the study. The mean venous ulcer size was 3.6-6.2 cm (range: 2 to 8 cm by 3 to 9 cm). All patients were treated with adipose-derived autologous stem cells prepared using the MyStem Regenerative Adipose-Derived Stem Cell Purification Kit (MyStem LLC, USA). The ulcer diameter was measured and recorded in the third, sixth and twelfth months. The follow-up time was 12 months after ulcer healing. Eighteen ulcers demonstrated complete healing at the 12th month. Thirteen ulcers exhibited serious contraction and epithelialization even though the ulcer was not completely closed. At the 12th month, the ulcer size was reduced by 96.00 ±1.74% in these patients. The reduction in the ulcer area based on the month analyzed was significant (p = 0.001; p < 0.01). After the ulcers healed, the patients were followed for recurrence for one year. Recurrent ulcers were observed at the treated sites in 3 of 31 patients (9%). No adverse events, such as infection, inflammation, or tissue reactions, were observed. Application of cell therapy in venous leg ulcer is currently used exclusively in patients not responding to the standard treatment. Autogenously derived regenerative cell therapy for VLUs can be considered as an additional treatment to primary surgical therapy.	1	0
30775609	Influence of internal mammary artery retractor on postoperative patient comfort and quality of life.	Patients experience muscle, joint and shoulder pain after heart surgery. We aimed to compare quality of life in 2 groups of patients, one group having an internal mammary artery (IMA) retractor during surgery, the second group undergoing non-coronary heart surgery. Group 1 was composed of 39 patients receiving an IMA retractor whereas in group 2 there were 29 patients. Patients in groups were compared for postoperative quality of life, shoulder pain, functional status, strength and patient satisfaction. Visual analog scale (VAS) assessment, pain localization, quality of life SF-36 form, and University of California at Los Angeles (UCLA) functional shoulder scoring were applied in both groups. Mean VAS score in group 1 was significantly higher than in group 2. Only the vitality measure mean score was not significantly different in SF-36 assessment; however, in group 2 physical function and mental health scale mean scores were higher and the pain scale mean score was lower than in group 1. The total UCLA score and UCLA subgroups of pain, function, active flexion angle and strength revealed a statistically significant difference between groups. Patients in whom an IMA retractor was not utilized during surgery exhibited better results in physical functions, emotional status, and shoulder pain in the postoperative period.	0	1
30777831	Does Traction Decrease the Need for Open Reduction in Femoral Shaft Fractures Treated Within 24 Hours?	This study evaluates whether preoperative skeletal traction reduces the need for open reduction in femoral shaft fractures treated with intramedullary nailing (IMN) within 24 hours. A retrospective review was conducted of femoral shaft fractures undergoing IMN within 1 day of admission. Primary outcome was an open reduction at the time of IMN. Secondary outcomes were blood loss and transfusion requirements. One hundred eighty-four patients were analyzed, 106 in the knee immobilizer group and 78 in the skeletal traction group. Skeletal traction did not reduce the need for an open reduction. The knee immobilizer group required open reduction in 13% (14/106) compared with 14% (11/78) in the skeletal traction group, which was not significant (p $=$ .89). Blood loss and transfusion rates were similar between groups. Skeletal traction does not appear to reduce the need for open reduction at the time of IMN for femoral shaft fractures treated within 1 day of admission. (Journal of Surgical Orthopaedic Advances 27(4):303-306, 2018).	1	0
30778398	Treatment Effects following Residential Dialectical Behavior Therapy for Adolescents with Borderline Personality Disorder.	Dialectical behavior therapy (DBT) is an empirically supported treatment for borderline personality disorder (BPD) in adults, however fewer studies have examined outcomes in adolescents. This study tested the effectiveness of an intensive 1-month, residential DBT treatment for adolescent girls meeting criteria for BPD. Additionally, given well-established associations between BPD symptoms and childhood abuse, the impact of abuse on treatment outcomes was assessed. Participants were female youth (n = 53) aged 13-20 years (M = 17.00, SD = 1.89) completing a 1-month residential DBT program. At pre-treatment, participants were administered a diagnostic interview and self-report measures assessing BPD, depression, and anxiety symptom severity. Following one month of treatment, participants were re-administered the self-report instruments. Results showed significant pre- to post-treatment reductions in both BPD and depression symptom severity with large effects. However, there was no significant change in general anxious distress or anxious arousal over time. The experience of childhood abuse (sexual, physical, or both) was tested as moderator of treatment effectiveness. Although experiencing multiple types of abuse was related to symptom severity, abuse did not moderate the effects of treatment. Collectively, results indicate that a 1-month residential DBT treatment with adolescents may result in reductions in BPD and depression severity but is less effective for anxiety. Moreover, while youth reporting abuse benefitted from treatment, they were less likely to achieve a clinically significant reduction in symptoms.	1	0
30788374	Periodontal therapy as an adjunctive modality for HbA1c reduction in type-2 diabetic patients.	This study aimed to evaluate the role of nonsurgical periodontal therapy in improving glycemic control among type 2 diabetes mellitus (T2DM) patients. Adult T2DM patients with mild-to-moderate periodontal disease, reporting to a tertiary care diabetes center in South India, from January to June 2014, were enrolled in the study. Medical management of T2DM along with diet and physical exercise was an inclusion criterion. Patients with factors affecting periodontal health and an inability to follow-up were excluded from the study. All patients underwent nonsurgical periodontal therapy (scaling, root planing, and irrigation of chlorhexidine [0.12%]). Periodontal status and glycated hemoglobin A1c (HbA1c) were assessed preoperatively and 6 months posttreatment. Dental status, diabetic history, and demographic characteristics were recorded to evaluate confounding roles. A total of 266 T2DM patients (91 females/175 males; mean age 47.65 ± 5.93 years/range 25-55 years), fulfilling the inclusion criteria, were enrolled. The mean pre- and post-treatment HbA1c levels were respectively, 8.44 ± 1.87 and 7.98 ± 1.81, with a mean reduction of 0.46 ± 0.26 (P < 0.001). Significant HbA1c reduction (P < 0.001) was observed in patients with good pretreatment glycemic control (0.54 ± 0.26; 7.9%), regular follow-up (0.51 ± 0.28; 6.2%), and good oral hygiene (0.60 ± 0.49; 8.0%). Nonsurgical periodontal therapy is associated with significant HbA1c reduction among T2DM patients with mild-to-moderate periodontitis after a 6-month follow-up period.	1	0
30799895	Assessment of psychological disorders in Egyptian children with hearing impairment.	Impairment of hearing is a common birth defect which may be associated with varieties of psychological abnormalities in childhood. Knowledge and research of such issue are much lacking in Egypt; so the aim of the current study was to characterize and assess various psychological co-morbidities which could occur among hearing-impaired children. This prospective study has been conducted on a total of 40 male children, with age range between 7 and 12 years, divided into two groups. Group I included 20 children with different degrees of hearing impairment (HI), and Group II included 20 age-matched, healthy children with normal hearing. The studied children have been recruited from two schools (Al Amal School for the Deaf and Dumb, and Copts School) at Minia City, Minia Governorate, Egypt. Psychometric assessment, electroencephalography (EEG), and audiological evaluation were done for all included children. EEG abnormalities and anxiety scores were significantly higher in patients group compared with controls (p < 0.05); however, intelligence quotient did not differ. The present study revealed that HI is associated with psychological and EEG abnormalities. Early management of these children is expected to improve their quality of life.	0	1
30800006	The effect of inhaled steroids on the intraocular pressure.	Steroids are known to play a role in the pathogenesis of glaucoma, but little is known about the effect of inhaled corticosteroids (ICS). The purpose of this study was to investigate whether there is a clinically significant association between inhalational steroids and intraocular pressure (IOP). This was a cross-sectional, case-control study performed at St John's Medical College, Bengaluru, India, from October 2013 to July 2015 of 200 patients using 800 mcg of budesonide or its equivalent dose of ICS and 200 healthy controls not using any form of steroids. Patients using ICS for a period of at least 6 months with no usage of oral or topical steroids within the last 3 months were included as cases. Age- and sex-matched controls were recruited from among the general patient population of the ophthalmological department. IOP and central corneal thickness (CCT) were analyzed. Cases were divided into two subgroups. Group 1 had IOP of <21 mm Hg and cup-to-disc ratio of <0.5. Group 2 had IOP of ≥21 mm Hg or cup-to-disc ratio of ≥0.5 or cup-disc asymmetry ≥0.2. These two subgroups were analyzed to determine whether there was an increased risk of developing ocular hypertension or glaucoma with extended use of ICS. A total of 400 subjects participated, with 200 in each group. The mean IOP of cases was 15.31 ± 3.27 mm Hg, statistically significantly higher than the mean of 13.39 mm Hg ± 1.95 in controls (P < 0.001). The mean CCT in cases was 522.02 ± 30.47 μm, lower than the mean of 528.73 ± 29.09 μm of the control group (P > 0.001). Of the 200 cases, 11 (5.5%) had ocular hypertension and 2 (1%) had open-angle glaucoma. There was no statistically significant correlation between duration of inhaled steroids usage and increase in IOP (P = 0.62). There was no development of ocular hypertension or glaucoma among the controls. Our findings suggest a probable association between ICS and IOP and that it may be advisable to measure baseline IOPs and CCT and to follow patients on ICS at regular intervals.	1	0
30800193	Prostate artery embolisation: an initial experience from an Indian perspective.	The study aims to report our very early experience with prostate artery embolisation in patients with benign prostatic hypertrophy (BPH) in an Indian setting. This prospective study was approved by the Institutional Ethical Review Board, and informed consent was obtained from all the patients. Four patients with lower urinary tract symptoms due to benign prostatic hyperplasia underwent prostate embolisation. Embolisation was performed using polyvinyl alcohol (PVA) particles. International Prostate Symptom Score (IPSS), quality of life (QOL) score, postvoid residual volume, and prostate volume was recorded in each patient for 12 months. No major complications were seen in any patient. Four patients with a mean age of 74.2 years underwent prostate artery embolisation. It was successful in all the cases. Bilateral embolisation was performed in three patients and unilateral approach in one patient. Clinical improvement was characterised by a mean prostate volume reduction of 22% and mean IPSS reduction of 30% at 12-month follow-up. The initial experience with prostate embolisation has been very rewarding and is a great alternative treatment for BPH. It is a very safe and effective procedure and can be an ideal procedure from an Indian perspective.	1	0
30804822	Influencing Side-Effects to Medicinal Treatments: A Systematic Review of Brief Psychological Interventions.	Background: Nocebo effects contribute to a large proportion of the non-specific side-effects attributed to medications and are mainly generated through negative expectations. Previous reviews show that interventions designed to change participants' expectations have a small effect on pain experience. They are also effective in reducing side-effects caused by exposure to sham medications. To date, there has been no review of the influence of such interventions on symptoms attributed to real medicinal treatments. Objective: To review studies using a randomized controlled design testing the effect of brief psychological interventions compared to usual practice on the side-effect experience to medicinal treatments in healthy volunteers and patients. Methods: We searched Web of Science, Scopus, Medline, PsycINFO, PsycARTICLES, and Cochrane CENTRAL using search terms for randomized controlled trials along with nocebo, placebo effect, medication, side-effects, and associated terms. Studies were eligible if they studied a human population, used an active medicine, delivered a brief psychological intervention intended to influence side-effect reporting compared to usual care or no intervention, and used a randomized controlled design. Because of the heterogeneity of the literature we used a narrative synthesis and assessed evidence quality using the GRADE approach. Results: Our database search and supplementary search of the reference sections of included studies retrieved 50,140 citations. After screening, full text review and manual reference searches, 27 studies were included. The quality of the studies and evidence was judged to be low. The strongest and most consistent effect came from omitting side-effect information, although surprisingly de-emphasizing side-effects did not affect side-effect reporting. Other techniques, including priming, distraction, and altering the perception of branding, produced mixed results. Conclusion: Brief psychological interventions can influence side-effect reporting to active medications. Research is currently investigating new ways to de-emphasize side-effects whilst still upholding informed consent, but larger confirmatory trials with suitable control groups are needed. The literature in this area would be improved by more detailed reporting of studies.	0	1
30815114	Investigating a Needle-Based Epidural Procedure in Obstetric Anesthesia.	This study investigates the safety and efficacy of a large-dose, needle-based epidural technique in obstetric anesthesia. The technique differs from a standard, catheter-based approach in that the anesthetic dose is administered through an epidural needle prior to insertion of the epidural catheter. Using a data-driven informatics and machine learning approach, our findings show that the needle-based technique is faster and more dose-effective in achieving sensory level. We also find that injecting large doses in the epidural space through the epidural needle is safe, with complication rates similar to those reported in published literature for catheter-based technique. Further, machine learning reveals that if the needle dose is kept under 18 ml, the resulting hypotension rate will be significantly lower than published results. The machine learning framework can predict the incidence of hypotension with 85% accuracy. The findings from this investigation facilitate delivery improvement and establish an improved clinical practice guideline for training and for dissemination of safe practice.	1	0
30815426	Changes in the size of the thyroid in patients with benign non-toxic multinodular goiter after radioactive iodine therapy.	Background: Multinodular goiter (MNG) is regarded as one of the most common causes of hyperthyroidism, particularly in areas of mild-to-moderate iodine deficiency. The present study aims to explore the effects of the radioactive iodine (RAI) therapy on benign non-toxic MNG and evaluate its side effects. Methods: Patients with benign non-toxic MNG entered the study. Ultrasonography was applied to calculate the percentage of the decrease in the size of the thyroid before and six months minimum after the treatment. Chi-square, Mann-Whiteny-U and T-test were done using SPSS v.18.0 (p<0.05). Results: The volumes of the thyroid lobes and nodules decreased significantly due to RAI therapy (p<0.001). The total volume of the thyroid, volume of the right nodule, and volume of the left nodule decreased by 77.8%, 40.7%, and 34.6% respectively. Conclusion: According to the results of the current study, RAI therapy is an effective treatment method although it has short-term side effects. This treatment option is recommended for patients with benign non-toxic MNG, notably those who cannot be a candidate for surgery. This treatment affects the size of the thyroid and its nodules significantly and decreases almost all of the complications.	1	0
