pmid	included_c	included_w
30779012	NA	NA
30779013	NA	NA
30779014	NA	NA
30779015	NA	NA
30779016	NA	0
30779017	NA	NA
30779018	NA	NA
30779019	NA	NA
30779020	NA	NA
30779603	NA	NA
30779604	NA	NA
30779698	NA	0
30779699	NA	NA
30779700	NA	NA
30779701	NA	NA
30783028	NA	NA
30783041	NA	NA
30783042	NA	NA
30783043	NA	NA
30783053	NA	NA
30783060	NA	NA
30783067	NA	NA
30783383	0	0
30783384	NA	NA
30783385	NA	NA
30783386	0	NA
30783387	NA	NA
30783388	NA	NA
30783389	NA	NA
30783390	NA	NA
30783391	NA	NA
30783392	NA	NA
30783393	NA	NA
30783548	NA	NA
30785354	NA	NA
30785686	NA	NA
30785687	NA	NA
30785688	NA	NA
30785689	NA	NA
30785690	NA	NA
30785691	NA	NA
30785692	NA	NA
30785693	NA	NA
30785694	NA	0
30785695	NA	NA
30786657	NA	NA
30786658	NA	NA
30786659	NA	NA
30786660	NA	NA
30786664	NA	NA
30786665	NA	NA
30786666	NA	NA
30786667	NA	NA
30786668	NA	NA
30786669	NA	NA
30786670	NA	NA
30786671	NA	NA
30786672	NA	NA
30786673	NA	NA
30786674	NA	NA
30786675	NA	NA
30786676	NA	NA
30786677	NA	NA
30786678	NA	NA
30786679	NA	NA
30786680	NA	0
30786681	NA	NA
30786682	NA	NA
30786683	NA	0
30786684	NA	NA
30786685	NA	NA
30786686	NA	NA
30786687	NA	NA
30786688	NA	0
30786689	NA	0
30786690	NA	NA
30786691	0	NA
30786692	NA	NA
30786693	NA	NA
30786694	NA	NA
30787046	NA	NA
30787047	NA	NA
30787048	NA	NA
30787211	NA	NA
30787212	NA	NA
30787673	NA	NA
30787674	NA	NA
30787675	NA	NA
30787808	NA	NA
30787809	0	NA
30787810	NA	NA
30787811	NA	NA
30787812	NA	NA
30787813	NA	NA
30787814	NA	NA
30787815	NA	NA
30787816	NA	NA
30787821	NA	NA
30787887	NA	NA
30788108	NA	NA
30788109	NA	NA
30788110	NA	NA
30788111	NA	NA
30788134	NA	NA
30788321	NA	0
30788322	NA	NA
30788323	0	NA
30788324	NA	NA
30788325	0	NA
30788326	NA	NA
30788327	NA	NA
30788328	NA	NA
30788330	NA	NA
30788331	NA	NA
30788332	NA	NA
30788333	NA	NA
30788334	NA	NA
30788374	NA	NA
30788375	NA	NA
30788376	NA	NA
30788377	NA	NA
30788388	1	1
30788389	1	1
30788447	NA	NA
30788448	NA	NA
30788449	NA	NA
30788450	NA	NA
30788451	NA	NA
30788459	NA	0
30788460	NA	NA
30788461	NA	NA
30788462	NA	NA
30789104	NA	NA
30789235	NA	NA
30789236	NA	NA
30789237	0	NA
30789238	NA	NA
30789239	NA	NA
30789240	NA	NA
30789241	NA	NA
30789244	NA	NA
30789245	NA	NA
30789246	NA	NA
30789247	NA	NA
30789248	NA	NA
30789783	NA	NA
30791994	NA	NA
30791995	NA	NA
30792568	NA	NA
30792667	NA	NA
30792737	NA	NA
30792741	NA	NA
30792742	NA	NA
30792804	NA	NA
30792805	NA	NA
30792806	NA	NA
30792825	NA	NA
30792829	NA	NA
30792831	NA	NA
30792869	NA	NA
30792908	0	NA
30792940	NA	NA
30792988	NA	NA
30793070	NA	NA
30793116	NA	NA
30793571	NA	NA
30793572	NA	NA
30793573	NA	NA
30793576	NA	NA
30793578	NA	NA
30793579	NA	NA
30793875	0	NA
30793995	NA	NA
30794012	NA	NA
30794019	NA	NA
30794056	NA	NA
30794353	NA	NA
30794354	NA	NA
30794355	NA	NA
30794359	NA	NA
30798775	NA	NA
30799395	NA	NA
30799402	NA	NA
30799419	NA	NA
30799775	NA	NA
30799782	NA	NA
30799783	NA	NA
30799785	NA	NA
30799786	NA	NA
30799787	NA	NA
30799886	NA	NA
30799887	NA	NA
30799892	NA	NA
30799893	NA	NA
30799894	NA	NA
30799895	NA	NA
30799896	NA	NA
30799897	NA	NA
30799898	NA	NA
30799899	NA	NA
30799900	NA	NA
30799901	NA	NA
30799902	NA	NA
30799903	NA	0
30799906	NA	NA
30799983	NA	NA
30799984	NA	0
30799985	NA	NA
30799986	NA	NA
30799987	0	NA
30799988	NA	0
30799989	NA	NA
30799990	NA	NA
30799991	NA	NA
30799992	NA	NA
30799993	NA	NA
30799994	NA	NA
30799995	NA	NA
30799996	NA	0
30799997	NA	NA
30799998	NA	NA
30800005	NA	NA
30800006	NA	NA
30800007	NA	NA
30800009	NA	NA
30800010	NA	NA
30800011	NA	NA
30800012	NA	NA
30800079	NA	NA
30800095	0	NA
30800155	NA	0
30800189	NA	NA
30800190	NA	NA
30800191	NA	NA
30800192	NA	0
30800193	NA	NA
30800194	NA	NA
30800195	NA	NA
30800196	0	NA
30800198	NA	NA
30800199	NA	NA
30800200	NA	NA
30800201	NA	NA
30800202	NA	0
30800203	NA	NA
30800204	NA	NA
30800227	NA	NA
30800228	0	0
30800229	NA	NA
30800230	NA	NA
30800231	NA	NA
30800232	NA	NA
30800234	NA	NA
30800235	NA	NA
30800236	NA	NA
30800285	1	NA
30800286	NA	NA
30800287	NA	0
30800288	NA	NA
30800557	NA	NA
30801048	NA	NA
30803325	NA	NA
30803340	NA	NA
30803341	NA	NA
30804684	NA	NA
30804733	NA	NA
30804767	NA	NA
30804791	NA	NA
30804792	NA	NA
30804812	NA	NA
30804813	NA	NA
30804822	0	0
30804823	0	NA
30804865	NA	NA
30804866	NA	NA
30804867	NA	NA
30804888	NA	0
30804923	NA	NA
30804949	NA	NA
30804950	NA	0
30805065	NA	NA
30805215	0	NA
30805276	NA	NA
30805300	NA	NA
30805301	NA	NA
30805311	NA	NA
30805316	NA	NA
30805328	NA	NA
30805558	NA	NA
30806137	NA	NA
30806212	NA	NA
30806213	NA	NA
30806214	NA	NA
30806215	NA	NA
30806216	NA	NA
30806217	NA	0
30806227	NA	NA
30806228	NA	NA
30806229	NA	NA
30806230	NA	NA
30806231	NA	0
30806232	NA	NA
30806233	NA	NA
30806234	NA	0
30806235	NA	NA
30806236	NA	NA
30806237	NA	NA
30806238	NA	NA
30806239	NA	NA
30806240	NA	NA
30806241	NA	NA
30806242	NA	NA
30806243	NA	NA
30806244	NA	NA
30806245	NA	NA
30806246	NA	NA
30806247	NA	NA
30806248	NA	NA
30806249	NA	NA
30806250	NA	NA
30806260	NA	NA
30806261	NA	NA
30806262	NA	NA
30806263	NA	NA
30806264	NA	NA
30806265	NA	NA
30806266	NA	NA
30806267	NA	NA
30806268	NA	NA
30806269	NA	NA
30806270	NA	NA
30806271	NA	NA
30806272	NA	NA
30806273	NA	NA
30806274	NA	NA
30806275	NA	NA
30806276	NA	NA
30806277	NA	NA
30806278	NA	NA
30806279	NA	NA
30806280	NA	NA
30806281	NA	NA
30806282	NA	NA
30806283	NA	NA
30806284	NA	NA
30806294	NA	NA
30806295	NA	NA
30806296	NA	NA
30806297	NA	NA
30806298	NA	0
30806299	NA	NA
30806300	NA	NA
30806301	NA	0
30806302	NA	NA
30806304	NA	NA
30806305	NA	NA
30806306	NA	NA
30807617	NA	NA
30807619	NA	NA
30807620	NA	NA
30808161	NA	NA
30808825	NA	NA
30808866	NA	NA
30809198	NA	0
30809233	NA	NA
30809253	0	NA
30809324	NA	NA
30809417	NA	NA
30809591	NA	NA
30809592	NA	NA
30809752	NA	NA
30809753	NA	NA
30809882	NA	NA
30809998	NA	NA
30809999	NA	NA
30810000	NA	NA
30810003	NA	NA
30810004	NA	NA
30810005	NA	NA
30810009	NA	NA
30810010	NA	NA
30810011	NA	NA
30810013	NA	NA
30810493	NA	NA
30810859	NA	NA
30810860	NA	NA
30810861	NA	NA
30810862	NA	NA
30810863	NA	NA
30810864	NA	NA
30814370	NA	NA
30814473	NA	NA
30814865	NA	NA
30814866	NA	NA
30814867	NA	0
30814868	NA	NA
30814869	NA	NA
30814870	NA	NA
30814871	NA	NA
30814872	NA	NA
30814873	NA	NA
30814874	NA	NA
30814875	NA	NA
30814876	NA	NA
30814877	NA	NA
30814878	NA	NA
30814879	NA	NA
30814880	NA	NA
30814881	NA	NA
30814882	NA	NA
30814883	NA	NA
30814884	NA	NA
30814885	NA	NA
30814886	NA	NA
30814887	NA	NA
30814888	NA	NA
30814889	NA	NA
30814890	NA	NA
30814891	NA	NA
30814892	NA	NA
30814893	NA	NA
30814894	NA	NA
30814895	NA	NA
30814896	NA	NA
30814897	NA	NA
30814898	NA	NA
30814899	NA	NA
30814923	NA	NA
30814952	NA	NA
30815042	NA	NA
30815051	NA	NA
30815052	NA	NA
30815053	0	0
30815054	NA	NA
30815055	NA	NA
30815056	NA	NA
30815057	NA	NA
30815058	NA	NA
30815059	NA	NA
30815060	NA	NA
30815061	NA	NA
30815062	NA	NA
30815063	NA	NA
30815064	NA	0
30815065	NA	NA
30815066	NA	NA
30815067	NA	0
30815068	NA	NA
30815069	NA	NA
30815070	NA	NA
30815071	NA	NA
30815072	NA	NA
30815073	NA	NA
30815074	NA	NA
30815075	NA	NA
30815076	NA	NA
30815077	NA	NA
30815078	NA	0
30815079	NA	NA
30815080	NA	NA
30815081	NA	NA
30815082	NA	NA
30815083	NA	NA
30815084	NA	NA
30815085	NA	NA
30815086	NA	NA
30815087	NA	NA
30815088	NA	NA
30815089	NA	NA
30815090	NA	NA
30815091	NA	0
30815092	NA	NA
30815093	NA	NA
30815094	NA	NA
30815095	NA	NA
30815096	NA	NA
30815097	NA	NA
30815098	NA	NA
30815099	NA	NA
30815100	NA	NA
30815101	NA	NA
30815102	NA	NA
30815103	NA	NA
30815104	NA	NA
30815105	NA	NA
30815106	NA	NA
30815107	NA	NA
30815108	NA	NA
30815109	NA	NA
30815110	NA	NA
30815111	NA	NA
30815112	NA	NA
30815113	NA	NA
30815114	NA	NA
30815115	NA	NA
30815116	NA	NA
30815117	NA	NA
30815118	NA	NA
30815119	NA	NA
30815120	NA	NA
30815121	NA	NA
30815122	NA	NA
30815123	NA	NA
30815124	0	NA
30815125	NA	NA
30815126	NA	NA
30815127	NA	NA
30815128	NA	NA
30815129	NA	NA
30815130	NA	NA
30815131	NA	NA
30815132	NA	NA
30815133	NA	NA
30815134	NA	NA
30815135	NA	NA
30815136	NA	NA
30815137	NA	NA
30815138	NA	NA
30815139	NA	NA
30815140	NA	NA
30815141	NA	NA
30815142	NA	NA
30815143	NA	NA
30815144	NA	NA
30815145	NA	0
30815146	NA	NA
30815147	NA	NA
30815148	NA	NA
30815149	NA	NA
30815150	NA	0
30815151	NA	NA
30815152	NA	NA
30815153	NA	NA
30815154	NA	NA
30815155	NA	NA
30815156	NA	NA
30815157	NA	NA
30815158	NA	NA
30815159	NA	NA
30815160	NA	0
30815161	NA	NA
30815162	NA	NA
30815163	NA	NA
30815164	NA	NA
30815165	NA	NA
30815166	NA	NA
30815167	NA	NA
30815168	NA	NA
30815169	NA	NA
30815170	NA	NA
30815171	NA	NA
30815172	NA	NA
30815173	NA	NA
30815174	NA	NA
30815175	NA	NA
30815176	NA	0
30815177	NA	NA
30815178	NA	NA
30815179	NA	NA
30815180	NA	NA
30815181	NA	NA
30815182	NA	NA
30815183	NA	NA
30815184	NA	NA
30815185	NA	NA
30815186	NA	NA
30815187	NA	NA
30815188	NA	NA
30815189	NA	NA
30815190	NA	NA
30815191	NA	NA
30815192	NA	NA
30815193	NA	NA
30815194	NA	NA
30815195	NA	NA
30815196	NA	NA
30815197	NA	NA
30815198	NA	NA
30815199	NA	NA
30815200	NA	NA
30815201	NA	NA
30815202	NA	NA
30815203	NA	NA
30815204	NA	NA
30815205	NA	NA
30815206	NA	NA
30815207	NA	NA
30815249	NA	NA
30815250	NA	NA
30815251	NA	NA
30815252	NA	NA
30815398	1	1
30815399	0	NA
30815400	NA	NA
30815401	NA	NA
30815402	NA	NA
30815403	NA	NA
30815404	NA	NA
30815405	NA	NA
30815406	0	0
30815407	NA	NA
30815408	NA	NA
30815409	NA	NA
30815410	NA	NA
30815411	NA	NA
30815412	NA	NA
30815413	NA	NA
30815414	NA	NA
30815415	NA	NA
30815416	NA	NA
30815417	NA	NA
30815418	NA	0
30815419	NA	NA
30815420	NA	NA
30815421	NA	NA
30815422	1	1
30815423	NA	NA
30815424	NA	NA
30815425	NA	NA
30815426	0	NA
30815427	NA	0
30815428	0	0
30815429	NA	NA
30815430	NA	NA
30815537	NA	NA
30815629	NA	NA
30815630	NA	NA
30815631	NA	NA
30815632	NA	NA
30815633	NA	NA
30815634	NA	NA
30815636	NA	NA
30815637	NA	NA
30820007	NA	NA
30820008	NA	NA
30820009	NA	NA
30820010	NA	NA
30820017	NA	NA
30820138	NA	NA
30820139	NA	NA
30820312	NA	NA
30820313	NA	NA
30821199	NA	NA
30821637	NA	NA
30822195	NA	NA
30827230	NA	NA
30828420	NA	NA
30828421	NA	NA
30828426	0	0
30828428	0	NA
30828643	NA	NA
30828645	NA	NA
30828646	NA	NA
30828706	NA	NA
30829087	NA	NA
30833899	NA	NA
30833924	NA	NA
30834070	NA	NA
30834096	0	0
30834146	NA	NA
30834244	NA	NA
30834249	NA	NA
30834250	NA	NA
30836354	NA	NA
30836355	NA	NA
30836359	NA	NA
30836360	NA	NA
30836365	NA	NA
30836922	NA	NA
30838004	NA	NA
30839514	NA	NA
30839515	NA	NA
30839516	NA	NA
30839517	NA	NA
30839518	NA	NA
30839519	NA	NA
30839520	NA	NA
30839521	NA	NA
30839522	NA	NA
30839523	NA	NA
30839525	NA	NA
30839526	NA	NA
30839527	NA	NA
30839528	NA	NA
30839530	NA	NA
30839531	NA	NA
30839532	NA	NA
30839533	NA	NA
30839534	NA	NA
30839535	NA	NA
30839536	NA	NA
30839537	NA	NA
30839538	NA	NA
30839539	NA	NA
30839541	NA	NA
30839542	NA	NA
30839543	NA	NA
30839544	NA	NA
30839545	NA	NA
30839546	NA	NA
30839547	NA	NA
30839548	NA	NA
30839549	NA	NA
30839550	NA	NA
30839556	NA	NA
30839563	NA	NA
30839569	NA	NA
30839572	NA	NA
30839573	NA	NA
30839577	NA	NA
30839583	NA	NA
30839584	NA	NA
30839585	NA	NA
30839586	NA	NA
30839587	NA	NA
30839588	NA	NA
30839589	NA	NA
30839590	NA	NA
30839591	NA	NA
30839592	NA	NA
30839594	NA	NA
30839595	NA	NA
30839596	0	NA
30839598	NA	NA
30839599	NA	NA
30839600	NA	NA
30839601	NA	NA
30839603	NA	NA
30839604	NA	NA
30839605	NA	NA
30839606	NA	NA
30839607	NA	NA
30839609	NA	NA
30839611	NA	NA
30839612	NA	NA
30839613	NA	NA
30839614	NA	NA
30839617	NA	NA
30839618	NA	NA
30839622	NA	NA
30839623	NA	NA
30839624	NA	NA
30839627	NA	NA
30839628	NA	NA
30839629	NA	NA
30839630	NA	NA
30839632	NA	NA
30839633	NA	NA
30839636	NA	NA
30839638	NA	NA
30839640	NA	NA
30839641	NA	NA
30839859	0	NA
30839863	NA	NA
30839882	NA	NA
30839884	NA	NA
30839888	NA	NA
30839899	NA	NA
30839905	NA	NA
30839908	NA	NA
30839910	NA	NA
30839911	NA	NA
30839912	NA	NA
30839913	NA	NA
30839915	NA	NA
30839918	NA	NA
30839920	NA	NA
30839921	NA	NA
30839922	NA	NA
30839926	NA	NA
30839927	NA	NA
30839928	NA	NA
30839930	NA	NA
30839933	NA	NA
30839936	NA	NA
30839938	NA	NA
30839942	NA	NA
30839944	NA	NA
30839947	NA	NA
30840951	NA	NA
30840955	NA	NA
30840966	NA	NA
30840967	NA	0
30840968	NA	NA
30842792	NA	NA
30843473	NA	NA
30843490	NA	NA
30844788	NA	NA
30844797	NA	NA
30844801	NA	NA
30844819	NA	NA
30846963	NA	NA
30847040	NA	NA
30847393	NA	NA
30848186	NA	NA
30848187	NA	NA
30848188	NA	NA
30849251	NA	NA
30849252	NA	NA
30849254	NA	NA
30850434	NA	NA
30850435	NA	NA
30852569	NA	NA
30852573	NA	NA
30853955	NA	NA
30854020	NA	NA
30854189	NA	NA
30854331	NA	0
30854345	NA	NA
30854346	NA	NA
30854464	NA	NA
30854470	NA	NA
30854471	NA	NA
30854950	NA	NA
30854951	NA	NA
30856134	NA	NA
30856135	NA	NA
30856138	NA	NA
30856139	0	NA
30858905	NA	NA
30858906	NA	NA
30858907	NA	NA
30858908	NA	NA
30858909	NA	NA
30858910	NA	NA
30858911	NA	NA
30858912	NA	NA
30858913	NA	NA
30858914	NA	NA
30858915	NA	NA
30858916	NA	NA
30858917	NA	NA
30858918	NA	NA
30858919	NA	NA
30858920	NA	NA
30859156	NA	NA
30859157	NA	NA
30859158	0	NA
30859159	NA	NA
30859160	NA	NA
30859161	NA	NA
30859162	NA	0
30859163	0	NA
30859164	NA	NA
30859166	NA	NA
30859167	NA	NA
30859168	NA	NA
30859169	NA	NA
30859170	NA	NA
30859171	NA	NA
30861512	NA	NA
30861513	NA	NA
30863312	0	NA
30863532	0	NA
30863543	NA	NA
30863544	NA	NA
30863662	NA	NA
30863664	NA	NA
30863665	NA	NA
30863666	NA	0
30863667	NA	NA
30863668	NA	NA
30865946	NA	NA
30865952	NA	NA
30867852	NA	NA
30868066	NA	NA
30870852	NA	NA
30872937	NA	NA
30872938	NA	NA
30872939	NA	NA
30878996	NA	NA
30879002	NA	NA
30879007	NA	NA
30879015	NA	NA
30880954	NA	NA
30880955	NA	NA
30880956	NA	NA
30880957	NA	NA
30880958	NA	NA
30881370	NA	NA
30881371	NA	NA
30881485	NA	NA
30881689	NA	NA
30881690	NA	NA
30884485	NA	NA
30886054	NA	NA
30886056	NA	NA
30886730	NA	NA
30886731	NA	NA
30886760	NA	NA
30886896	NA	NA
30886954	1	1
30886955	NA	NA
30886956	0	NA
30886957	NA	NA
30886958	NA	NA
30886959	NA	0
30886960	0	NA
30886961	0	NA
30886962	NA	NA
30886963	NA	NA
30886964	NA	NA
30886965	NA	NA
30886966	NA	NA
30886967	NA	NA
30886968	NA	NA
30886969	0	NA
30886970	NA	NA
30886971	NA	NA
30886972	NA	NA
30886973	NA	NA
30886974	NA	NA
30886975	NA	NA
30886976	0	NA
30886977	NA	NA
30886978	0	NA
30886979	NA	NA
30886980	NA	NA
30886981	0	NA
30886982	NA	NA
30886983	NA	NA
30886984	NA	NA
30886985	NA	NA
30886986	0	NA
30886987	NA	NA
30886988	NA	NA
30889573	NA	NA
30889595	NA	NA
30890580	NA	NA
30890874	NA	NA
30890895	NA	NA
30890943	NA	NA
30890963	NA	NA
30891243	NA	NA
30893701	NA	NA
30893702	NA	NA
30893703	0	NA
30894811	NA	NA
30894873	NA	NA
30895244	NA	NA
30895245	0	0
30895246	NA	NA
30895247	NA	NA
30895248	NA	NA
30895249	NA	NA
30895250	NA	NA
30895251	NA	NA
30895252	NA	NA
30895253	0	NA
30895254	NA	NA
30895255	NA	NA
30895256	NA	NA
30895257	0	0
30895258	NA	NA
30895259	NA	NA
30895260	NA	NA
30895261	NA	NA
30895262	NA	NA
30895263	NA	NA
30897586	NA	NA
30897587	0	NA
30899556	NA	NA
30904912	NA	NA
30906523	NA	NA
30906524	NA	NA
30906525	NA	NA
30906526	0	NA
30906527	NA	NA
30906594	0	NA
30909281	NA	0
30911223	0	NA
30911538	NA	NA
30911555	NA	NA
30911687	NA	NA
30914959	NA	NA
30917376	NA	NA
30917763	NA	NA
30918535	NA	0
30918536	NA	NA
30918537	NA	NA
30918538	NA	NA
30918541	NA	NA
30918542	NA	NA
30918543	NA	NA
30918544	NA	NA
30918545	NA	NA
30918546	NA	NA
30918547	NA	NA
30918548	NA	NA
30918549	NA	NA
30918550	NA	NA
30918551	NA	NA
30918552	NA	NA
30918553	NA	NA
30918554	NA	NA
30918555	NA	NA
30918556	NA	NA
30918557	NA	NA
30918558	NA	NA
30918559	NA	NA
30918560	NA	NA
30918561	0	NA
30918562	NA	NA
30918563	NA	NA
30918564	NA	NA
30918565	NA	NA
30918566	NA	NA
30918567	NA	0
30918569	NA	NA
30918570	NA	NA
30918571	NA	NA
30918572	NA	NA
30918573	NA	NA
30918574	NA	NA
30918575	NA	0
30918576	NA	NA
30918627	0	0
30918628	NA	NA
30921798	NA	NA
30923593	NA	NA
30923594	NA	NA
30923595	NA	NA
30923600	NA	NA
30923602	NA	NA
30923605	NA	NA
30928972	NA	NA
30928974	NA	NA
30928984	0	NA
30929546	NA	NA
30930621	NA	NA
30930622	NA	NA
30930623	NA	NA
30930624	NA	NA
30930625	NA	NA
30930626	NA	NA
30930627	NA	NA
30930628	NA	NA
30930629	NA	NA
30931086	NA	NA
30936392	NA	NA
30936393	NA	NA
30938575	NA	NA
30941047	NA	NA
30941332	NA	NA
30943507	NA	0
30947192	NA	NA
30947224	NA	NA
30948452	NA	NA
30956992	NA	NA
30959502	NA	0
30965327	NA	NA
30965335	NA	NA
30965345	NA	NA
30967746	NA	0
30967879	NA	NA
30972122	NA	NA
30972123	NA	NA
30972125	NA	NA
30972126	NA	NA
30972127	0	NA
30972129	NA	NA
30972130	NA	NA
30972131	NA	NA
30972132	NA	NA
30977440	NA	NA
30983864	NA	NA
30983865	NA	NA
30983866	NA	NA
30983867	NA	NA
30983868	NA	NA
30983869	NA	0
30983870	NA	NA
30983871	NA	NA
30983872	NA	NA
30984369	NA	NA
30984370	NA	NA
30984371	NA	NA
30988828	NA	NA
30988829	NA	NA
30990265	NA	NA
30990266	NA	NA
30990267	NA	NA
30990268	NA	NA
30990269	NA	0
30990270	NA	NA
30990271	NA	NA
30990272	NA	NA
30990273	NA	NA
30990274	NA	NA
30990275	NA	NA
30990276	NA	NA
30990277	NA	NA
30990278	NA	NA
30990279	NA	NA
30991389	NA	NA
30992684	NA	NA
30993249	NA	0
30995639	NA	NA
30997032	NA	NA
30997156	NA	NA
30999302	NA	NA
31001148	0	NA
31001364	NA	NA
31001365	NA	0
31001410	NA	NA
31001411	NA	NA
31001412	NA	NA
31001413	NA	NA
31001414	NA	NA
31007808	NA	0
31007809	NA	NA
31007810	NA	NA
31007811	NA	NA
31007812	NA	NA
31007813	NA	NA
31007814	NA	NA
31007815	NA	NA
31007816	NA	NA
31007817	NA	NA
31007818	NA	NA
31007819	NA	NA
31007820	NA	NA
31007821	NA	NA
31007822	NA	NA
31007823	NA	NA
31007824	NA	NA
31007825	NA	NA
31007828	NA	NA
31011383	NA	NA
31011386	NA	NA
31011387	NA	NA
31011388	NA	NA
31011389	NA	NA
31011390	NA	NA
31011391	NA	0
31011392	NA	NA
31011393	NA	NA
31011394	NA	NA
31011396	NA	NA
31011397	NA	NA
31011398	NA	NA
31011399	NA	NA
31011400	NA	NA
31015281	NA	NA
31015866	NA	NA
31016009	NA	NA
31016010	NA	NA
31018203	NA	NA
31019648	NA	NA
31019657	NA	0
31020048	NA	NA
31022716	NA	NA
31023828	NA	NA
31024863	NA	NA
31024864	NA	NA
31024865	NA	0
31031963	NA	NA
31031964	NA	NA
31037161	NA	NA
31037162	NA	NA
31037163	NA	NA
31037164	NA	NA
31037165	NA	NA
31037166	NA	NA
31037167	NA	NA
31037168	NA	NA
31037169	NA	NA
31037171	NA	NA
31037172	0	NA
31037173	NA	NA
31037174	0	0
31037175	NA	NA
31037176	NA	NA
31037177	NA	NA
31037178	NA	NA
31037179	NA	NA
31037180	NA	NA
31037181	NA	NA
31037182	NA	NA
31037183	0	NA
31037184	NA	NA
31037185	NA	NA
31037186	NA	NA
31037187	NA	NA
31037188	0	NA
31037189	NA	NA
31037190	NA	NA
31037191	NA	NA
31037192	NA	NA
31037193	NA	NA
31037194	NA	NA
31037196	NA	NA
31037197	0	NA
31037198	NA	NA
31037199	NA	NA
31037200	NA	NA
31037202	NA	NA
31037203	NA	NA
31037204	NA	NA
31037205	NA	NA
31037206	NA	NA
31037207	NA	NA
31037208	NA	NA
31037209	NA	NA
31037210	NA	NA
31048588	NA	NA
31049244	NA	NA
31055578	NA	NA
31057893	NA	0
31057894	NA	NA
31057895	NA	NA
31057896	NA	NA
31057897	NA	NA
31057898	NA	NA
31057899	NA	NA
31057900	NA	NA
31057901	NA	NA
31057902	NA	NA
31057903	NA	NA
31057904	NA	NA
31057905	NA	0
31057906	NA	NA
31057907	NA	0
31057908	NA	NA
31057909	NA	NA
31057910	NA	NA
31057911	NA	0
31057912	NA	NA
31057913	NA	NA
31057914	NA	NA
31057915	NA	NA
31057916	NA	NA
31057917	NA	NA
31057918	NA	NA
31057919	NA	NA
31057920	NA	NA
31057921	NA	NA
31057922	NA	NA
31057923	NA	NA
31057924	NA	NA
31057925	NA	NA
31057926	NA	NA
31057927	NA	NA
31057984	NA	NA
31058271	NA	NA
31058277	NA	NA
31061673	NA	NA
31061677	NA	NA
31063162	NA	NA
31064002	NA	NA
31065313	0	NA
31065314	NA	NA
31065315	NA	NA
31065316	NA	NA
31065317	NA	0
31065318	NA	NA
31065319	NA	NA
31065320	NA	NA
31065321	NA	NA
31065323	NA	NA
31065324	NA	NA
31065327	NA	NA
31065328	NA	NA
31065329	NA	NA
31067533	NA	NA
31067544	NA	NA
31068752	NA	0
31068764	NA	NA
31068995	NA	NA
31069049	NA	NA
31069050	NA	0
31069258	NA	NA
31071714	NA	NA
31079095	NA	NA
31079096	NA	NA
31082816	NA	NA
31085910	NA	NA
31085911	NA	NA
31086612	NA	NA
31086613	NA	NA
31086614	NA	NA
31086615	NA	NA
31086616	0	NA
31086617	0	NA
31086618	NA	NA
31086619	NA	NA
31086620	NA	NA
31086621	NA	NA
31086622	NA	NA
31086623	NA	NA
31086624	NA	NA
31086625	NA	NA
31086626	NA	NA
31086627	NA	NA
31086628	0	NA
31086629	NA	NA
31086630	NA	NA
31086631	NA	NA
31086632	NA	NA
31086633	NA	NA
31086634	0	NA
31086635	NA	NA
31086636	NA	NA
31086637	NA	NA
31086638	NA	NA
31086639	0	0
31086640	NA	NA
31086641	NA	NA
31086642	NA	NA
31086643	NA	NA
31093034	NA	NA
31093035	NA	NA
31093037	NA	NA
31093040	NA	NA
31093048	NA	NA
31093049	NA	0
31093050	NA	NA
31093052	NA	NA
31093053	NA	NA
31093054	NA	NA
31093056	NA	NA
31093057	NA	NA
31093059	NA	0
31093060	NA	NA
31093061	NA	NA
31093062	NA	NA
31093063	NA	NA
31093064	NA	NA
31093069	NA	NA
31093073	NA	NA
31093074	NA	NA
31093075	NA	NA
31093077	NA	NA
31093078	NA	NA
31093079	NA	NA
31093080	NA	0
31093081	NA	NA
31093082	NA	NA
31093083	NA	NA
31093084	NA	NA
31093085	NA	NA
31093086	NA	NA
31093088	0	0
31093089	0	NA
31093090	NA	NA
31093093	NA	NA
31093094	NA	NA
31093095	NA	NA
31093096	NA	NA
31093097	NA	NA
31093099	NA	NA
31093100	NA	NA
31093101	NA	0
31093102	NA	NA
31093103	NA	NA
31093104	NA	NA
31093105	NA	NA
31093106	NA	NA
31093107	NA	NA
31093109	NA	NA
31093110	NA	NA
31093111	NA	0
31093112	NA	NA
31093113	0	NA
31093114	0	NA
31093115	NA	NA
31093116	NA	NA
31093117	NA	NA
31093119	NA	NA
31093120	NA	NA
31093121	0	NA
31093123	0	NA
31093124	NA	NA
31093126	0	NA
31093127	0	NA
31093128	NA	NA
31093129	NA	NA
31093130	NA	NA
31093131	NA	NA
31093132	NA	NA
31093133	NA	NA
31093134	NA	NA
31093139	0	NA
31093140	NA	NA
31093141	NA	NA
31093142	0	NA
31093143	NA	NA
31093144	NA	NA
31093146	NA	0
31093147	NA	NA
31093148	NA	NA
31093150	NA	NA
31093151	NA	NA
31093152	NA	NA
31093153	NA	NA
31093154	NA	NA
31093155	NA	NA
31093156	NA	NA
31093157	NA	NA
31093158	NA	NA
31093159	NA	NA
31093160	NA	NA
31093161	NA	NA
31093162	NA	NA
31093163	NA	NA
31093164	NA	0
31093165	NA	NA
31093166	0	NA
31093167	NA	NA
31093169	NA	NA
31093170	NA	NA
31093171	NA	NA
31093172	NA	NA
31093174	NA	NA
31093175	NA	NA
