record_id,pmid,title,abstract,included,asreview_ranking
1040,35974579,Unified penetration depth of low-velocity intruders into granular packings.,"Penetration of intruders into granular packings is well described by separately considering the dry or wet case of granular environments in previous experiments and simulations; however, the unified description of such penetration depth in these two granular media remains elusive due to lacking clear explanations about its origins. Based on three-dimensional discrete element method simulations, we introduce a power-law fitting form of the final penetration depth of a spherical intruder with low velocity vertically penetrating into dry and wet granular packings, excellently expressed on a master curve as a power-law function of a dimensionless impact number that is defined as the square root of the ratio between the inertial stress of the intruder and the linear combination of the mean gravitational stress and the cohesive stress exerted on each grain in the packings, as a remarkable extension of the inertial number in dry granular flows. This scaling robustly provides physical insights inherent in the unified description of the material properties of granular packings and the impactor penetration conditions on the final penetration depth in the impact tests, providing evidence of impact properties in different disciplines and applications in science and engineering.",,1180
1625,35968153,Differential regulations of abscisic acid-induced desiccation tolerance and vegetative dormancy by group B3 Raf kinases in liverworts.,"Phytohormone abscisic acid (ABA) plays a key role in stomata closure, osmostress acclimation, and vegetative and embryonic dormancy. Group B3 Raf protein kinases (B3-Rafs) serve as positive regulators of ABA and osmostress signaling in the moss Physcomitrium patens and the angiosperm Arabidopsis thaliana. While P. patens has a single B3-Raf called ARK, specific members of B3-Rafs among six paralogs regulate ABA and osmostress signaling in A. thaliana, indicating functional diversification of B3-Rafs in angiosperms. However, we found that the liverwort Marchantia polymorpha, belonging to another class of bryophytes, has three paralogs of B3-Rafs, MpARK1, MpARK2, and MpARK3, with structural variations in the regulatory domains of the polypeptides. By reporter assays of the P. patens ark line and analysis of genome-editing lines of M. polymorpha, we found that these B3-Rafs are functionally redundant in ABA response, with respect to inhibition of growth, tolerance to desiccation and expression of stress-associated transcripts, the majority of which are under the control of the PYR/PYL/RCAR-like receptor MpPYL1. Interestingly, gemmae in gemma cups were germinating only in mutant lines associated with MpARK1, indicating that dormancy in the gametophyte is controlled by a specific B3-Raf paralog. These results indicated not only conservation of the role of B3-Rafs in ABA and osmostress response in liverworts but also functional diversification of B3-Rafs, which is likely to have occurred in the early stages of land plant evolution.",,1181
1596,35968288,Case report: First case of neuromelioidosis in Europe: CNS infection caused by Burkholderia pseudomallei.,"Neuromelioidosis is a rare CNS infection caused by Burkholderia pseudomallei and is characterized by high morbidity and mortality. Our report presents the diagnostic and therapeutic approach of the first case of neuromelioidosis confirmed in Europe. A 47-year-old man with a medical history of recurrent otitis with otorrhea and fever after tympanoplasty and radical cavity revision operation on the left ear was admitted with headache, decreased level of consciousness, dysarthria, left-sided hemiparesis, and urinary incontinence. After extensive investigations including MRI, microbiological, serological, and CSF analyses, and, ultimately, brain biopsy, a diagnosis of neuromelioidosis was established. Despite antibiotic treatment, the patient showed no clinical improvement and remained in a severely compromised neurological state under mandatory mechanical ventilation. Neuromelioidosis can pose a diagnostic challenge requiring an extensive diagnostic evaluation because of its uncommon clinical and radiological presentations.",,1182
542,35978681,"Novel CA(1-7)M(2-9) Analogs: Synthesis, Characterization, and Antibacterial Evaluation.","Hybrid peptides from cecropin A and melittin have attracted the interest of the research community for decades. Here we synthesized several new analogs of the pentadecapeptide CA(1-7)M(2-9) and studied their antibacterial and hemolytic activity and tryptic stability. Single substitution of the Lys residues by Arg did not have a significant impact on the antibacterial activity of these analogs, but the substitution of the five Lys residues by Arg resulted in an increment in hemolytic activity. In contrast, the substitution of Lys residues by Orn conserved the antibacterial activity, with even lower hemolysis, and improved the enzymatic stability. The disulfide cyclic version of CA(1-7)M(2-9) was obtained by adding a Cys residue to each end of the peptide and carrying out a chemoselective thiol-disulfide interchange using sec-isoamylmecaptan as protecting group of one of these residues. This cyclic peptide showed good antibacterial activity with low hemolysis and improved enzymatic stability.",,1183
865,35974858,New-Onset Headache and Abnormal Eye Movements in a Four-Year-Old Child: Indicators of Increased Intracranial Pressure.,"A four-year-old previously healthy child presented with new-onset, diffuse, severe headache, and left sixth nerve palsy. The child was evaluated at several acute care facilities, at which the symptom of crossing eyes was not addressed specifically. At our emergency department, on day 6 of symptoms, a left cranial nerve 6 palsy was diagnosed; on brain MRI scan, there was evidence of increased intracranial pressure (distended optic nerve sheaths, flattened posterior sclerae), which was confirmed by lumbar puncture, which showed an opening pressure of >36 cm H2O. Idiopathic intracranial hypertension (IIH) was diagnosed, and all symptoms abated with two months of treatment with acetazolamide. IIH should be considered in a child with headache and abnormal eye movements.",,1184
1608,35968276,Effect of atrial fibrillation on outcomes after mechanical thrombectomy and long-term ischemic recurrence in patients with acute basilar artery occlusion.,"According to the literature on anterior circulation, comorbid atrial fibrillation (AF) is not associated with a worse functional outcome, lower reperfusion rates, or higher rates of intracranial hemorrhage after mechanical thrombectomy (MT) compared to intravenous thrombolysis (IVT) or treatment with supportive care. However, data are limited for the effect of comorbid AF on procedural and clinical outcomes of acute basilar artery occlusion (ABAO) after MT. This study aimed to investigate the effect of atrial fibrillation on outcomes after MT and long-term ischemic recurrence in patients with ABAO. We performed a registered study of the Endovascular Treatment for Acute Basilar Artery Occlusion Study (BASILAR, which is registered in the Chinese Clinical Trial Registry, http://www.chictr.org.cn; ChiCTR1800014759) from January 2014 to May 2019, which included 647 patients who underwent MT for ABAO, 136 of whom had comorbid AF. Prospectively defined baseline characteristics, procedural outcomes, and clinical outcomes were reported and compared. On multivariate analysis, AF predicted a shorter puncture-to-recanalization time, higher first-pass effect rate, and lower incidence of angioplasty and/or stenting (p < 0.01). AF had no effect on intracranial hemorrhage incidence [adjusted odds ratio (aOR), 1.093; 95% confidence interval (CI), 0.451-2.652], 90-day functional outcomes (adjusted common odds ratio, 0.915; 95% CI, 0.588-1.424), or mortality (aOR, 0.851; 95% CI, 0.491-1.475) after MT. The main findings were robust in the subgroup and 1-year follow-up analyses. Comorbid AF was the remaining predictor of ischemic recurrence (aOR, 4.076; 95% CI, 1.137-14.612). The study revealed no significant difference in the safety and efficacy of MT for ABAO regardless of whether patients had comorbid AF. However, a higher proportion of patients with AF experienced ischemic recurrence within 1 year after MT.",,1185
1776,35967894,"White matter integrity in delinquent emerging adults and non-delinquent controls, and its relationship with aggression, psychopathic traits, and cannabis use.","Atypical white matter integrity may be one of the biological factors related to delinquency. In adults, decreased white matter integrity has been related to antisocial behavior, but findings from research in adolescent and young adult populations are either mixed or lacking. Here we investigated this association within a naturalistic sample of delinquent young adults (age 18-27). In a sample of 95 young adult, delinquent men and 22 age and gender matched controls, we assessed white matter integrity through fractional anisotropy and mean diffusivity measures. We compared white matter integrity between the groups, and within the delinquent group assessed the association between white matter integrity and aggression, psychopathic traits, and cannabis use. We found no differences in fractional anisotropy or mean diffusivity between delinquent young adults and non-delinquent controls. Additionally, within the group of delinquent young adults, we found no associations between white matter integrity and aggression, psychopathic traits, or cannabis use. Our null findings suggest that white matter integrity differences may be unrelated to antisocial behavior in emerging adults, and/or that white matter differences between delinquent populations and controls may only arise later in life.",,1186
2325,35967053,Influences of Permeate Solution and Feed pH on Enhancement of Ammonia Recovery from Wastewater by Negatively Charged PTFE Membranes in Direct Contact Membrane Distillation Operation.,"This research investigated the feasibility of enhancing ammonia recovery from wastewater using a negatively charged poly(tetrafluoroethylene) (PTFE) membrane in a direct contact membrane distillation (DCMD) system. The influences of phosphate solution types (as the permeate solutions) and feed pH on ammonia recovery were analyzed. Three types of permeate solutions-DI water and two types of phosphate solutions (H3PO4 and KH2PO4)-were investigated for recovery of ammonia gas on the permeate side. From the obtained results, the H3PO4 solution was found to be the most suitable permeate solution to recover ammonia gas in the DCMD operation with the highest overall ammonia mass transfer coefficient of 7.4 × 10-5 m/s, compared to values of 1.2 × 10-5 and 2.4 × 10-5 m/s for DI water and KH2PO4 solution, respectively. Moreover, an increase in the H3PO4 concentration from 0.3 to 0.5 M in the permeate solution also could significantly enhance ammonia recovery. With an increase in the feed pH from 10.0 to 11.8, the ammonia recovery could be enhanced to 92.98% at a pH of 11.8. Liquid ammonium phosphate fertilizer could be produced by the DCMD system with the use of 0.5 M H3PO4 solution. Therefore, the DCMD process using a negatively charged PTFE membrane with an appropriate permeate solution is one of the challenging processes for ammonia recovery from wastewater to promote the circular economy concept.",,1187
1014,35974605,Statistical properties of the off-diagonal matrix elements of observables in eigenstates of integrable systems.,"We study the statistical properties of the off-diagonal matrix elements of observables in the energy eigenstates of integrable quantum systems. They have been found to be dense in the spin-1/2 XXZ chain, while they are sparse in noninteracting systems. We focus on the quasimomentum occupation of hard-core bosons in one dimension and show that the distributions of the off-diagonal matrix elements are well described by generalized Gamma distributions, in both the presence and absence of translational invariance but not in the presence of localization. We also show that the results obtained for the off-diagonal matrix elements of observables in the spin-1/2 XXZ model are well described by a generalized Gamma distribution.",,1188
468,35978917,Preventive measures significantly reduced the risk of nosocomial infection in elderly inpatients during the COVID-19 pandemic.,"In December 2019, there was an outbreak of pneumonia of unknown causes in Wuhan, China. The etiological pathogen was identified to be a novel coronavirus, named severe acute respiratory syndrome coronavirus type 2 (SARS-CoV-2), which causes coronavirus disease 2019 (COVID-19). The number of infected patients has markedly increased since the 2019 outbreak and COVID-19 has also proven to be highly contagious. In particular, the elderly are among the group of patients who are the most susceptible to succumbing to COVID-19 within the general population. Cross-infection in the hospital is one important route of SARS-CoV-2 transmission, where elderly patients are more susceptible to nosocomial infections due to reduced immunity. Therefore, the present study was conducted to search for ways to improve the medical management workflow in geriatric departments to ultimately reduce the risk of nosocomial infection in elderly inpatients. The present observational retrospective cohort study analysed elderly patients who were hospitalised in the Geriatric Department of the First Affiliated Hospital with Nanjing Medical University (Nanjing, China). A total of 4,066 elderly patients, who were admitted between January and March in 2019 and 2020 and then hospitalised for >48 h were selected. Among them, 3,073 (75.58%) patients hospitalised from January 2019 to March 2019 were allocated into the non-intervention group, whereas the remaining 933 (24.42%) patients hospitalised from January 2020 to March 2020 after the COVID-19 outbreak were allocated into the intervention group. Following multivariate logistic regression analysis, the risk of nosocomial infections was found to be lower in the intervention group compared with that in the non-intervention group. After age stratification and adjustment for sex, chronic disease, presence of malignant tumour and trauma, both inverse probability treatment weighting and standardised mortality ratio revealed a lower risk of nosocomial infections in the intervention group compared with that in the non-intervention group. To rule out interference caused by changes in the community floating population and social environment during this 1-year study, 93 long-stay patients in stable condition were selected as a subgroup based on 4,066 patients. The so-called floating population refers to patients who have been in hospital for <2 years. Patients aged ≥65 years were included in the geriatrics program. The incidence of nosocomial infections during the epidemic prevention and control period (24 January 2020 to 24 March 2020) and the previous period of hospitalisation (24 January 2019 to 24 March 2019) was also analysed. In the subgroup analysis, a multivariate analysis was also performed on 93 elderly patients who experienced long-term hospitalisation. The risk of nosocomial and pulmonary infections was found to be lower in the intervention group compared with that in the non-intervention group. During the pandemic, the geriatric department took active preventative measures. However, whether these measures can be normalised to reduce the risk of nosocomial infections among elderly inpatients remain unclear. In addition, the present study found that the use of an indwelling gastric tube is an independent risk factor of nosocomial pulmonary infection in elderly inpatients. However, nutritional interventions are indispensable for the long-term wellbeing of patients, especially for those with dysphagia in whom an indwelling gastric tube is the most viable method of providing enteral nutrition. To conclude, the present retrospective analysis of the selected cases showed that enacting preventative and control measures resulted in the effective control of the incidence of nosocomial infections.",,1189
465,35978920,MicroRNA-548b inhibits proliferation and invasion of hepatocellular carcinoma cells by directly targeting specificity protein 1.,[This retracts the article DOI: 10.3892/etm.2019.7812.].,,1190
859,35974864,Iliopsoas Pyomyositis With Bacteremia at an Early Stage of Presentation in a Temperate Region.,"A psoas abscess, a collection of pus in the psoas muscle, is rare but the incidence is increasing with the use of computed tomography (CT) and magnetic resonance imaging (MRI). Pyomyositis, a muscular infection that does not lead to abscess formation, is well known as tropical pyomyositis because it is highly prevalent in tropical areas. We encountered a case of iliopsoas pyomyositis and bacteremia without abscess formation. The blood culture was positive despite the early stage of presentation and no abscess formation on MRI. Imaging is the gold standard for diagnosing iliopsoas abscesses. There are cases similar to ours wherein the blood culture is positive before the formation of an abscess. Regardless of whether an abscess is found on MRI or not, we need to consider the possibility of false negatives at the early stage of presentation. A suspicion of this disease is essential during a physical examination for early diagnosis and treatment, especially in rural areas, where medical resources are limited. Furthermore, pyomyositis is a common disease in tropical regions, but in recent years, case reports of occurrences in temperate regions have increased. This case indicates the need to consider pyomyositis as a differential diagnosis of fever and hip joint pain even in temperate regions.",,1191
329,35979714,Long-term follow-up and predictors of recurrence of Cushing's disease.,"Transsphenoidal surgery is the first-line treatment for Cushing's disease to selectively remove the tumor. The rate of postoperative remission is estimated around 70%-80% in expert centers. However, the long-term remission rate is lower because of recurrence during follow-up that can be observed in 15% to 25% of the patients depending on the studies and duration of follow-up. There is no significant predictive factor of recurrence before surgery, but postoperative corticotroph insufficiency and its duration has been found to be a protective factor for recurrence in many studies. The persistence of a positive response to desmopressin after surgery is associated with a higher rate of recurrence. Long term monitoring for recurrence with annual clinical and hormonal investigations after the hypothalamic-pituitary-adrenal axis postoperative recovery is advised. The biological tests used for the diagnosis of Cushing's syndrome (24 h-urinary-free cortisol [UFC], late-night salivary or serum cortisol, 1 mg dexamethasone suppression test) can be used to screen for recurrence. Several studies report that increased late night cortisol and alterations of dynamic testing can be observed before the increased 24 h-UFC. For this reason it is suggested that late-night salivary cortisol would be a very sensitive tool to diagnose recurrence, pending the realization of several assays in case of borderline or discrepant result. This review will summarize the knowledge about recurrence of Cushing's disease after pituitary surgery and the current recommendations for its monitoring and diagnosis.",,1192
2404,35966949,The composite dataset of the present-day Infralittoral Prograding Wedges (IPWs) in the inner continental shelf of the Campania region (Central-Eastern Tyrrhenian Sea).,"This article reports on the dataset gathered following the census of 83 present-day Infralittoral Prograding Wedges (IPWs), surveyed on the inner continental shelf of the Central-Eastern Tyrrhenian Sea. The purpose of the census was to explore their bathymetric range and assess the observational laws governing this variability. The ensued dataset (Campania Region IPW Dataset, CRID) includes geographic, topographic and morpho-bathymetric indices, descriptive of each IPW and more, the exposure of each IPW to wave forcing (Geographical fetch, Effective fetch and extreme significant wave height, H S ). In this work, histograms contribute to describe all the variables and highlight the dominant features of each IPW. Location maps univocally links the geographic position of each IPW to the appropriate attribute record in the dataset. Further, thematic maps illustrate eight wave fields obtained by offshore-to-nearshore transformation by as many sea states scenarios with 200-year return period. Such wave fields are used as sources for significant wave height representing wave conditions over each IPW. This dataset could be implemented with new measures at a broader scale, by following analogue procedures for measurements, to enlarge the observational scale on IPWs and improve the numerical models which might eventually derive by the analysis of this dataset.",,1193
777,35975060,Ancillary ligand effects on α-olefin polymerization catalyzed by zirconium metallocene: a computational study.,"The polymerization of α-olefins catalyzed by zirconium metallocene catalyst was systematically studied through experiments and density functional theory (DFT) calculations. Having achieved an agreement between theory and experiment, it was found that the effect of the catalyst ligand on the C[double bond, length as m-dash]C insertion reaction was significantly greater than that on the β-H elimination reaction. Therefore, the molecular weight of polymers can be increased by improving the activity of the C[double bond, length as m-dash]C insertion. In addition, in comparison with propylene, the chain length of α-olefins can directly affect the stereotacticity of polymerization products, owing to steric hindrance between the polymer chain and monomer.",,1194
878,35974845,Platelet-to-Hemoglobin Ratio Is an Important Predictor of In-Hospital Mortality in Patients With ST-Segment Elevation Myocardial Infarction.,"Despite effective interventional treatments, the mortality of acute ST-segment elevation myocardial infarction (STEMI) is still high. Several mortality predictors are known in STEMI. Platelet-to-hemoglobin ratio (PHR) is a recently used mortality parameter in cardiac or non-cardiac diseases. We aim to investigate the relationship of PHR with in-hospital mortality in patients with STEMI. Eight hundred eighty-four patients were included in the study. All of them underwent coronary intervention due to STEMI. Demographic characteristics, laboratory, electrocardiographic and echocardiographic parameters were analyzed from hospital records. A cut-off value for PHR was determined using receiver operating characteristic (ROC) curve analysis. Then, patients were divided into two groups PHR < 1.99 and PHR ≥ 1.99. The data of both groups were compared. The median age of the study population was 64 (54-75). Of these 633 (71.6 %) were male and 251 (28.4 %) were female. All cause mortality of the study population was 9.7% (n=86). In multivariable logistic regression analysis, PHR was independently associated with a significantly increased risk of in-hospital mortality for STEMI (OR: 2.645, CI: 1.641-4.263, p< 0.001). Also, age (OR: 1.044, CI: 1.021-1.067, p< 0.001), mean arterial pressure (MAP) less than 87 mmHg (OR: 2.078, CI: 1.185-3.645, p= 0.011), prior coronary artery disease (CAD) (OR: 2.839, CI: 1.345-5.993, p= 0.006), anterior myocardial infarction (MI) (OR: 1.912, CI: 1.069-3.421, p= 0.029), creatinine (OR: 3.710, CI: 2.255-6.106, p<0.001), alanine transaminase (ALT) (OR: 1.004, CI: 1.001-1.007, p=0.002), and neutrophil-to-lymphocyte ratio (NLR) (OR: 1.122, CI: 1.014-1.242, p= 0.025) were determined as independent predictors of in-hospital mortality. In conclusion, we found that PHR is an independent predictor of in-hospital mortality in patients with STEMI.",,1195
1643,35968131,Yield gap analysis of rainfed alfalfa in the United States.,"The United States (US) is the largest alfalfa (Medicago sativa L.) producer in the world. More than 44% of the US alfalfa is produced under rainfed conditions, although it requires a relatively high amount of water compared to major field crops. Considering that yield and production of rainfed alfalfa have been relatively stagnant in the country for decades, there is a need to better understand the magnitude of yield loss due to water limitation and how far from yield potential current yields are. In this context, the main objective of this study was to estimate the current yield gap of rainfed alfalfa in the US. We collected 10 year (2009-2018) county-level government-reported yield and weather data from 393 counties within 12 major US rainfed alfalfa producing states and delineated alfalfa growing season using probabilistic approaches based on temperature thresholds for crop development. We then calculated county-level growing season rainfall (GSR), which was plotted against county-level yield to determine attainable yield (Ya) using frontier function analysis, and water-limited potential yield (Yw) using boundary function analysis. Average and potential water use efficiencies (WUE) were estimated, and associated yield gap referring to attainable (YGa) or water-limited yields (YGw) were calculated. Finally, we used conditional inference trees (CIT) to identify major weather-related yield-limiting factors to alfalfa forage yield. The frontier model predicted a mean Ya of 9.6 ± 1.5 Mg ha-1 and an associated optimum GSR of 670 mm, resulting in a mean YGa of 34%. The boundary function suggested a mean Yw of 15.3 ± 3 Mg ha-1 at the mean GSR of 672 ± 153 mm, resulting in a mean yield gap of 58%. The potential alfalfa WUE was 30 kg ha-1 mm-1 with associated minimum water losses of 24% of mean GSR, which was three times greater than the mean WUE of 10 kg ha-1 mm-1. The CIT suggested that GSR and minimum temperature in the season were the main yield-limiting weather variables in rainfed alfalfa production in the US. Our study also revealed that alfalfa was only limited by water availability in 21% of the environments. Thus, future research on management practices to narrow yield gaps at current levels of water supply is necessary.",,1196
957,35974722,Gwaihir: Jupyter Notebook graphical user interface for Bragg coherent diffraction imaging.,"Bragg coherent X-ray diffraction is a nondestructive method for probing material structure in three dimensions at the nanoscale, with unprecedented resolution in displacement and strain fields. This work presents Gwaihir, a user-friendly and open-source tool to process and analyze Bragg coherent X-ray diffraction data. It integrates the functionalities of the existing packages bcdi and PyNX in the same toolbox, creating a natural workflow and promoting data reproducibility. Its graphical interface, based on Jupyter Notebook widgets, combines an interactive approach for data analysis with a powerful environment designed to link large-scale facilities and scientists.",,1197
746,35975098,An eye-opening case report of constrictive pericarditis.,"Constrictive pericarditis is characterized by the encasement of the heart by a stiff pericardium leading to impaired diastolic function, which ultimately leads to congestive heart failure. We report a case of a young woman, who first presented to the ophthalmologist with the sudden appearance of floaters and vision reduction. Eventually, invasive haemodynamic assessment led to the diagnosis of constrictive pericarditis leading to venous congestion. Understanding the pathophysiology and integrating the results of invasive and non-invasive diagnostic work up is important in making this challenging diagnosis.",,1198
448,35978942,X-linked adrenoleukodystrophy caused by maternal ABCD1 mutation and paternal X chromosome inactivation.,"X-linked adrenoleukodystrophy (X-ALD) is the most common peroxisomal disorder. It is caused by defects in the ATP-binding cassette subfamily D member 1 (ABCD1) gene, resulting in impaired peroxisomal β-oxidation of very-long-chain fatty acids (VLCFAs). As an X-linked recessive disease, female X-ALD carriers are typically asymptomatic. In the present study, a 7-year-old girl was diagnosed with cerebral ALD. Brain magnetic resonance imaging revealed asymmetric demyelination of bilateral white matter. Plasma VLCFAs level showed a substantial increase. Whole exome and Sanger sequencing revealed an ABCD1 c.919C>T (p.Q307X) heterozygous pathogenic mutation, which was inherited from the asymptomatic mother. X chromosome inactivation (XCI) analysis revealed that the normal paternal X chromosome was almost completely inactivated. Thus, the maternal ABCD1 mutation and paternal XCI were responsible for causing the disease in the patient. XCI may be one reason female X-ALD carriers can be symptomatic.",,1199
1632,35968146,Determination of morpho-physiological and yield traits of maize inbred lines (Zea mays L.) under optimal and drought stress conditions.,"Globally, climate change could hinder future food security that concurrently implies the importance of investigating drought stress and genotype screening under stressed environments. Hence, the current study was performed to screen 45 diverse maize inbred lines for 18 studied traits comprising phenological, physiological, morphological, and yield characters under optimum and water stress conditions for two successive growing seasons (2018 and 2019). The results showed that growing seasons and water regimes significantly influenced (p < 0.01) most of the studied traits, while inbred lines had a significant effect (p < 0.01) on all of the studied traits. The findings also showed a significant increase in all studied characters under normal conditions compared to drought conditions, except chlorophyll content, transpiration rate, and proline content which exhibited higher levels under water stress conditions. Furthermore, the results of the principal component analysis indicated a notable distinction between the performance of the 45 maize inbred lines under normal and drought conditions. In terms of grain yield, the drought tolerance index (DTI) showed that Nub60 (1.56), followed by Nub32 (1.46), Nub66 (1.45), and GZ603 (1.44) were the highest drought-tolerant inbred lines, whereas Nub46 (0.38) was the lowest drought-tolerant inbred line. These drought-tolerant inbred lines were able to maintain a relatively high grain yield under normal and stress conditions, whereas those drought-sensitive inbred lines showed a decline in grain yield when exposed to drought conditions. The hierarchical clustering analysis based on DTI classified the forty-five maize inbred lines and eighteen measured traits into three column- and row-clusters, as inbred lines in cluster-3 followed by those in cluster-2 exhibited greater drought tolerance in most of the studied traits. Utilizing the multi-trait stability index (MTSI) criterion in this study identified nine inbred lines, including GZ603, as stable genotypes in terms of the eighteen studied traits across four environments. The findings of the current investigation motivate plant breeders to explore the genetic potential of the current maize germplasm, especially in water-stressed environments.",,1200
2468,35966790,Alterations of optic tract and retinal structure in patients after thalamic stroke.,"To investigate the association between degeneration of retinal structure and shrinkage of the optic tract in patients after thalamic stroke. Patients with unilateral thalamic stroke were included. Structural magnetic resonance imaging (MRI) and optical coherence tomography (OCT) were performed to obtain parameters of optic tract shrinkage (lateral index) and retina structural thickness (retinal nerve fiber layer, RNFL; peripapillary retinal nerve fiber layer, pRNFL; ganglion cell-inner plexiform layer, GCIP), respectively. Visual acuity (VA) examination under illumination was conducted using Snellen charts and then converted to the logarithm of the minimum angle of resolution (LogMAR). We investigated the association between LI and OCT parameters and their relationships with VA. A total of 33 patients and 23 age-sex matched stroke-free healthy controls were enrolled. Patients with thalamic stroke showed altered LI compared with control participants (P = 0.011) and a significantly increased value of LI in the subgroup of disease duration more than 6 months (P = 0.004). In these patients, LI were significantly associated with pRNFL thickness (β = 0.349, 95% confidence interval [CI]: 0.134-0.564, P = 0.002) after adjusting for confounders (age, sex, hypertension, diabetes, dyslipidemia, and lesion volume). LI and pRNFL were both significantly associated with VA in all patients (LI: β = -0.275, 95% CI: -0.539 to -0.011, P = 0.041; pRNFL: β = -0.023, 95% CI: -0.046 to -0.001, P = 0.040) and in subgroup of disease duration more than 6 months (LI: β = -0.290, 95% CI: -0.469 to -0.111, P = 0.002; pRNFL: β = -0.041, 95% CI: -0.065 to -0.017, P = 0.003). Shrinkage of the optic tract can be detected in patients with thalamic stroke, especially after 6 months of stroke onset. In these patients, the extent of optic tract atrophy is associated with pRNFL thickness, and they are both related to visual acuity changes.",,1201
118,35983314,Water Vapor and Alcohol Vapor Induced Healing of the Nanostructured KBr Surface.,"Using atomic force microscopy in the pressure range of 10-10 mbar to several tens of mbar at room temperature, we demonstrate the restructuring of nanostructured KBr surfaces assisted by the presence of water, methanol, and ethanol vapors and the formation of solvation islands. On a flat KBr surface, the two-dimensional solvation islands start nucleating at the step edges and grow with time and with increasing relative pressure. Solvation islands of water wet the terraces; however, solvation islands of methanol and ethanol are localized around the step edges and do not wet the terraces. Two processes are observed on nanostructured KBr surfaces: the movement of the atomic steps and the formation of solvation islands. The first process takes place at comparatively lower pressures at around 1% relative pressure, whereas the second process starts at higher pressures at around 25% relative pressure and above. Furthermore, the second process takes place only after the complete relocation of the step edges and thereby formation of a nearly flat surface. This implies that there is a competition between the restructuring of the atomic steps and solvation layer formation, as both processes require solvated ions. Unlike in the case of a flat surface, solvation islands of alcohols wet the restructured surface due to a higher density of low-coordination sites.",,1202
1984,35967623,Mediating and moderating effects of perceived social support on the relationship between discrimination and well-being: A study of South Koreans living in Japan.,"We examined the relationship between discrimination and mental wellbeing among South Korean residents (N = 181) in Japan. The roles of need for belonging (NTB) as a mediator and identification with one's group as a moderator of this relationship were examined. Perceived social support was also examined as both a potential moderator and mediator. We also included a measure of perceived in-group inclusion in the host society, the Circle of Ingroup Inclusion (CII), to examine its influence on the relationship between discrimination and wellbeing. Three types of coping styles-active constructive coping, passive constructive coping, and destructive coping-were controlled for in the analysis. Results showed that participants' educational level, socioeconomic status, and different coping styles predicted wellbeing; however, discrimination was the strongest (negative) predictor of wellbeing. Social support was both a moderator and mediator of the relationship between discrimination and wellbeing, suggesting that perceived social support not only buffers the negative effect of discrimination on wellbeing, but also partially explains the negative association between discrimination and wellbeing. NTB was not a significant mediator. Identification with one's ethnic group and perceived membership in one's group also did not affect the relationship. The results suggest that it is important to consider social support based on interpersonal relationships among members of minority groups in Japanese society. The psychological factors involved in acculturation processes may be different in different ethnic groups. This study calls for greater consideration of group-specific characteristics in understanding acculturation processes and interactions between groups in society.",,1203
1321,35970025,Mean-square stabilization of impulsive neural networks with mixed delays by non-fragile feedback involving random uncertainties.,"In this paper, we consider a class of neural networks with mixed delays and impulsive interferences. Firstly, a sufficient condition is given to ensure the existence and uniqueness of the equilibrium point of the proposed neural networks by employing the contraction mapping theorem. Secondly, we discuss the issue of the exponential stability in mean-square of the equilibrium point by a non-fragilely delayed output coupling feedback which involves stochastically occurring gain oscillations. The designed feedback input can be tolerant of limited stochastic fluctuations of control gains and be robust against potential errors caused by factors like round-off. By combining methods of Lyapunov-Krasovskii functional and free-weighting matrix, a delay-dependent output coupling feedback with stochastically occurring uncertainties is designed and linear-matrix-inequalities(LMIs)-based sufficient conditions for the exponential stabilization in mean square are derived. Finally, three numerical examples are presented to illustrate the feasibility of theoretical results with a benchmark real-world problem.",,1204
1586,35968298,Molecular and clinical characteristics of ATP1A3-related diseases.,"With detailed studies of ATP1A3-related diseases, the phenotypic spectrum of ATP1A3 has greatly expanded. This study aimed to potentially identify the mechanisms by which ATP1A3 caused neurological dysfunction by analyzing the clinical features and phenotypes of ATP1A3-related diseases, and exploring the distribution patterns of mutations in the subregions of the ATP1A3 protein, thus providing new and effective therapeutic approaches. Databases of PubMed, Online Mendelian Inheritance in Man, and Human Gene Mutation Database, Wanfang Data, and Embase were searched for case reports of ATP1A3-related diseases. Following case screening, we collected clinical information and genetic testing results of patients, and analyzed the disease characteristics on the clinical phenotype spectrum associated with mutations, genetic characteristics of mutations, and effects of drug therapy. We collected 902 clinical cases related to ATP1A3 gene. From the results of previous studies, we further clarified the clinical characteristics of ATP1A3-related diseases, such as alternating hemiplegia of childhood (AHC), rapid-onset dystonia-parkinsonism; cerebellar ataxia, areflexia, pes cavus, optic atrophy, and sensorineural hearing loss syndrome, and relapsing encephalopathy with cerebellar ataxia, frequency of mutations in different phenotypes and their distribution in gene and protein structures, and differences in mutations in different clinical phenotypes. Regarding the efficacy of drug treatment, 80 of the 124 patients with AHC were treated with flunarizine, with an effectiveness rate of ~64.5%. Nervous system dysfunction due to mutations of ATP1A3 gene was characterized by a group of genotypic-phenotypic interrelated disease pedigrees with multiple clinical manifestations. The presented results might help guide the diagnosis and treatment of ATP1A3-related diseases and provided new ideas for further exploring the mechanisms of nervous system diseases due to ATP1A3 mutations.",,1205
