"","measure_name","location_name","sex_name","cause_name","year","val","upper","lower"
"8849","DALYs (Disability-Adjusted Life Years)","Global","Both","Other cardiovascular and circulatory diseases",2003,7430853.16989774,8253505.89156929,6765058.77470409
"8850","DALYs (Disability-Adjusted Life Years)","Global","Both","Total burden related to hepatitis B",2003,19423765.6660172,21422733.7295433,17595351.2595267
"8851","DALYs (Disability-Adjusted Life Years)","Global","Both","Total burden related to hepatitis C",2003,12861304.9628915,14352060.6853078,11471942.865934
"8852","DALYs (Disability-Adjusted Life Years)","Global","Both","Total burden related to Non-alcoholic fatty liver disease (NAFLD)",2003,3263657.49116805,4202554.39552862,2476989.06747756
"8853","DALYs (Disability-Adjusted Life Years)","Global","Both","Total cancers",2003,197751774.276367,204977580.641008,191177337.434295
"8854","DALYs (Disability-Adjusted Life Years)","Global","Both","HIV/AIDS - Drug-susceptible Tuberculosis",2003,30142520.7265516,39159094.4624585,21262948.5841979
"8855","DALYs (Disability-Adjusted Life Years)","Global","Both","HIV/AIDS - Multidrug-resistant Tuberculosis without extensive drug resistance",2003,2230588.31242878,4209521.49427457,975773.083908243
"8856","DALYs (Disability-Adjusted Life Years)","Global","Both","HIV/AIDS - Extensively drug-resistant Tuberculosis",2003,33320.9520489522,63155.2593295773,14424.811753589
"8857","DALYs (Disability-Adjusted Life Years)","Global","Both","Latent tuberculosis infection",2003,0,0,0
"8858","DALYs (Disability-Adjusted Life Years)","Global","Both","Invasive Non-typhoidal Salmonella (iNTS)",2003,6326105.05849094,10006678.5248941,3525463.5775729
"8859","DALYs (Disability-Adjusted Life Years)","Global","Both","Myelodysplastic, myeloproliferative, and other hematopoietic neoplasms",2003,780116.71843675,979644.092242146,670020.288623253
"8860","DALYs (Disability-Adjusted Life Years)","Global","Both","Benign and in situ intestinal neoplasms",2003,0,0,0
"8861","DALYs (Disability-Adjusted Life Years)","Global","Both","Benign and in situ cervical and uterine neoplasms",2003,0,0,0
"8862","DALYs (Disability-Adjusted Life Years)","Global","Both","Other benign and in situ neoplasms",2003,0,0,0
"8863","DALYs (Disability-Adjusted Life Years)","Global","Both","Non-rheumatic calcific aortic valve disease",2003,1220478.06748121,1364014.35359581,1105289.21048755
"8864","DALYs (Disability-Adjusted Life Years)","Global","Both","Non-rheumatic degenerative mitral valve disease",2003,686999.815655596,830045.528872166,591632.347499304
"8865","DALYs (Disability-Adjusted Life Years)","Global","Both","Other non-rheumatic valve diseases",2003,69023.432529099,83769.5179044921,54228.0208879908
"8866","DALYs (Disability-Adjusted Life Years)","Global","Both","Cirrhosis and other chronic liver diseases due to NAFLD",2003,2720234.12311464,3638920.06180022,1956761.30544587
"8867","DALYs (Disability-Adjusted Life Years)","Global","Both","Diabetes mellitus type 1",2003,3787050.21430567,4340723.30379376,3253566.92291099
"8868","DALYs (Disability-Adjusted Life Years)","Global","Both","Seborrhoeic dermatitis",2003,241588.807876437,384173.581892853,137183.249363956
"8869","DALYs (Disability-Adjusted Life Years)","Global","Both","Maternal abortion and miscarriage",2003,2458518.0027667,2786559.09958106,2145758.0900315
"8870","DALYs (Disability-Adjusted Life Years)","Global","Both","Liver cancer due to NASH",2003,543423.36805342,645779.200428974,457145.489591462
"8871","DALYs (Disability-Adjusted Life Years)","Global","Both","Chronic kidney disease due to diabetes mellitus type 1",2003,2568710.58805767,3377845.3279764,1877276.94760625
"8872","DALYs (Disability-Adjusted Life Years)","Global","Both","Chronic kidney disease due to diabetes mellitus type 2",2003,6370578.14356382,7417409.23016,5252145.81216631
"8873","DALYs (Disability-Adjusted Life Years)","Global","Both","Refraction disorders",2003,5087634.49254077,7144023.66352251,3441659.13648827
"8874","DALYs (Disability-Adjusted Life Years)","Global","Both","Near vision loss",2003,3250836.53550952,6478784.77967675,1479646.60897351
"8875","DALYs (Disability-Adjusted Life Years)","Global","Both","Diabetes mellitus type 2",2003,39255611.2080466,45998539.1020676,33325226.6378713
"8876","DALYs (Disability-Adjusted Life Years)","Global","Both","Iodine deficiency",2006,2552550.55988967,4216214.74625198,1527701.51205947
"8877","DALYs (Disability-Adjusted Life Years)","Global","Both","Vitamin A deficiency",2006,1646825.2180119,2304929.68207714,1131314.21410221
"8878","DALYs (Disability-Adjusted Life Years)","Global","Both","Dietary iron deficiency",2006,26861534.1252029,38544811.8211616,18123686.9816965
"8879","DALYs (Disability-Adjusted Life Years)","Global","Both","Other nutritional deficiencies",2006,2692800.3360786,3181784.68708975,2284140.10353414
"8880","DALYs (Disability-Adjusted Life Years)","Global","Both","Syphilis",2006,8551760.60155188,18220018.0666427,2945650.77690645
"8881","DALYs (Disability-Adjusted Life Years)","Global","Both","Chlamydial infection",2006,147275.066546439,204777.457234246,106716.178685731
"8882","DALYs (Disability-Adjusted Life Years)","Global","Both","Gonococcal infection",2006,161820.844498841,190053.849178325,132519.437928325
"8883","DALYs (Disability-Adjusted Life Years)","Global","Both","Trichomoniasis",2006,229725.742235346,470062.138354017,89335.3285913937
"8884","DALYs (Disability-Adjusted Life Years)","Global","Both","Genital herpes",2006,201538.40636788,499954.766589826,66301.8670371189
"8885","DALYs (Disability-Adjusted Life Years)","Global","Both","Other sexually transmitted infections",2006,320365.999736134,425663.297652349,236397.331145935
"8886","DALYs (Disability-Adjusted Life Years)","Global","Both","Peptic ulcer disease",2006,6954700.57869043,7569953.40228198,6536028.16337546
"8887","DALYs (Disability-Adjusted Life Years)","Global","Both","Gastritis and duodenitis",2006,2460258.57880366,3265330.78710788,1885906.30029231
"8888","DALYs (Disability-Adjusted Life Years)","Global","Both","Appendicitis",2006,1749485.13665495,2064340.42570749,1439704.42823454
"8889","DALYs (Disability-Adjusted Life Years)","Global","Both","Paralytic ileus and intestinal obstruction",2006,6576326.23143046,7215139.65918201,5456015.01549448
"8890","DALYs (Disability-Adjusted Life Years)","Global","Both","Inguinal, femoral, and abdominal hernia",2006,3037416.35015312,3795432.51183519,2386269.79027177
"8891","DALYs (Disability-Adjusted Life Years)","Global","Both","Inflammatory bowel disease",2006,1407106.5765947,1645369.29124944,1174395.63116785
"8892","DALYs (Disability-Adjusted Life Years)","Global","Both","Vascular intestinal disorders",2006,1485531.50370652,1597543.53353194,1389917.29588297
"8893","DALYs (Disability-Adjusted Life Years)","Global","Both","Gallbladder and biliary diseases",2006,5103897.87722652,6566167.55381002,3923715.61696459
"8894","DALYs (Disability-Adjusted Life Years)","Global","Both","Pancreatitis",2006,3255978.42447142,3646273.20518523,3008140.14386434
"8895","DALYs (Disability-Adjusted Life Years)","Global","Both","Gastroesophageal reflux disease",2006,4640927.55518059,8295498.24335708,2408303.12848664
"8896","DALYs (Disability-Adjusted Life Years)","Global","Both","Endocrine, metabolic, blood, and immune disorders",2006,18379202.8513686,23870432.7739326,13696901.5513134
"8897","DALYs (Disability-Adjusted Life Years)","Global","Both","Rheumatoid arthritis",2006,2428263.03695032,3050637.01176901,1860199.00286705
"8898","DALYs (Disability-Adjusted Life Years)","Global","Both","Low back pain",2006,52805200.813763,70402302.9609585,37150234.0483927
"8899","DALYs (Disability-Adjusted Life Years)","Global","Both","Iodine deficiency",2007,2548365.73035398,4218977.92788199,1527934.96027315
"8900","DALYs (Disability-Adjusted Life Years)","Global","Both","Vitamin A deficiency",2007,1612297.075335,2260115.65171997,1108568.24630206
"8901","DALYs (Disability-Adjusted Life Years)","Global","Both","Dietary iron deficiency",2007,26943279.9902828,38763932.0121683,18177454.8434379
"8902","DALYs (Disability-Adjusted Life Years)","Global","Both","Other nutritional deficiencies",2007,2641517.54253845,3142108.79859804,2233564.44728235
"8903","DALYs (Disability-Adjusted Life Years)","Global","Both","Syphilis",2007,8289293.80177951,17399660.398305,2889566.800147
"8904","DALYs (Disability-Adjusted Life Years)","Global","Both","Chlamydial infection",2007,146557.260445173,204063.428554516,106038.26663303
"8905","DALYs (Disability-Adjusted Life Years)","Global","Both","Gonococcal infection",2007,160755.901037788,187576.263470202,131563.002216927
"8906","DALYs (Disability-Adjusted Life Years)","Global","Both","Trichomoniasis",2007,234459.659575002,481343.621487637,91183.614350378
"8907","DALYs (Disability-Adjusted Life Years)","Global","Both","Genital herpes",2007,204605.141794404,507500.64157082,67278.4569409844
"8908","DALYs (Disability-Adjusted Life Years)","Global","Both","Other sexually transmitted infections",2007,320706.909618261,428024.631948919,235130.635969533
"8909","DALYs (Disability-Adjusted Life Years)","Global","Both","Malaria",2006,72001173.0905856,110906788.763907,40808910.8591946
"8910","DALYs (Disability-Adjusted Life Years)","Global","Both","Chagas disease",2006,265844.813649503,346986.491505018,164752.442780399
"8911","DALYs (Disability-Adjusted Life Years)","Global","Both","Visceral leishmaniasis",2006,1067210.11287959,5221948.58350082,142538.198118366
"8912","DALYs (Disability-Adjusted Life Years)","Global","Both","Cutaneous and mucocutaneous leishmaniasis",2006,207750.580261684,321569.053980787,129265.638911248
"8913","DALYs (Disability-Adjusted Life Years)","Global","Both","African trypanosomiasis",2006,553271.976376469,868935.436307316,277670.200806693
"8914","DALYs (Disability-Adjusted Life Years)","Global","Both","Schistosomiasis",2006,2144104.75198671,3496905.94664796,1335245.33848384
"8915","DALYs (Disability-Adjusted Life Years)","Global","Both","Cysticercosis",2006,1231590.89189462,1785133.54027623,777416.491206743
"8916","DALYs (Disability-Adjusted Life Years)","Global","Both","Cystic echinococcosis",2006,143878.172431755,186895.156696432,109454.071882829
"8917","DALYs (Disability-Adjusted Life Years)","Global","Both","Lymphatic filariasis",2006,3374750.68159003,4904613.6617233,2221210.4081616
"8918","DALYs (Disability-Adjusted Life Years)","Global","Both","Onchocerciasis",2006,1270808.78398552,1856890.01770587,805085.281073382
"8919","DALYs (Disability-Adjusted Life Years)","Global","Both","Hookworm disease",2006,1787803.26921057,2684227.04005871,1120072.33626585
"8920","DALYs (Disability-Adjusted Life Years)","Global","Both","Food-borne trematodiases",2006,818037.709772194,1491876.84463277,415755.918054617
"8921","DALYs (Disability-Adjusted Life Years)","Global","Both","Other neglected tropical diseases",2006,2693047.98550485,4414358.6960656,1838512.94569925
"8922","DALYs (Disability-Adjusted Life Years)","Global","Both","Maternal hemorrhage",2006,4727740.31265459,5228801.90941231,4252045.83586234
"8923","DALYs (Disability-Adjusted Life Years)","Global","Both","Maternal sepsis and other maternal infections",2006,1946236.38843179,2166569.77479745,1712073.50569151
"8924","DALYs (Disability-Adjusted Life Years)","Global","Both","Maternal hypertensive disorders",2006,2342489.32890861,2555094.53349532,2131948.17215741
"8925","DALYs (Disability-Adjusted Life Years)","Global","Both","Maternal obstructed labor and uterine rupture",2006,793312.872549271,1001885.3084791,636778.375270487
"8926","DALYs (Disability-Adjusted Life Years)","Global","Both","Ectopic pregnancy",2006,417642.247656018,472777.430516016,366113.438332795
"8927","DALYs (Disability-Adjusted Life Years)","Global","Both","Indirect maternal deaths",2006,1227045.60503915,1353903.20597133,1107249.853521
"8928","DALYs (Disability-Adjusted Life Years)","Global","Both","Late maternal deaths",2006,735743.693097783,914968.877286925,585586.064012598
"8929","DALYs (Disability-Adjusted Life Years)","Global","Both","Other maternal disorders",2006,2028471.97325466,2242657.17381793,1814621.53317843
"8930","DALYs (Disability-Adjusted Life Years)","Global","Both","Trachoma",2006,203851.072003977,307569.414323439,128043.097036863
"8931","DALYs (Disability-Adjusted Life Years)","Global","Both","Dengue",2006,2174714.23241844,2829020.61894687,753316.927114526
"8932","DALYs (Disability-Adjusted Life Years)","Global","Both","Yellow fever",2006,496742.149508259,1001709.88475582,186439.015870183
"8933","DALYs (Disability-Adjusted Life Years)","Global","Both","Rabies",2006,1331471.02991164,1946847.34335951,477275.282014498
"8934","DALYs (Disability-Adjusted Life Years)","Global","Both","Ascariasis",2006,1323604.98428228,1944410.83752866,886150.089945757
"8935","DALYs (Disability-Adjusted Life Years)","Global","Both","Trichuriasis",2006,320010.809618128,533007.290472826,176644.960623425
"8936","DALYs (Disability-Adjusted Life Years)","Global","Both","Pancreatic cancer",2006,7551634.20299076,7767908.89780867,7286674.14314311
"8937","DALYs (Disability-Adjusted Life Years)","Global","Both","Malignant skin melanoma",2006,1413881.25801184,1647039.5205463,1109598.81682367
"8938","DALYs (Disability-Adjusted Life Years)","Global","Both","Ovarian cancer",2006,3856670.68068582,4219760.8147291,3607909.80551223
"8939","DALYs (Disability-Adjusted Life Years)","Global","Both","Testicular cancer",2006,461108.941924556,528248.725658604,428695.726772652
"8940","DALYs (Disability-Adjusted Life Years)","Global","Both","Kidney cancer",2006,3040786.71674202,3140295.03824197,2937052.30745926
"8941","DALYs (Disability-Adjusted Life Years)","Global","Both","Bladder cancer",2006,3344894.76561005,3465750.8883776,3208277.61715673
"8942","DALYs (Disability-Adjusted Life Years)","Global","Both","Brain and central nervous system cancer",2006,7383102.33116641,8368088.97752287,6003728.03783507
"8943","DALYs (Disability-Adjusted Life Years)","Global","Both","Neonatal preterm birth",2007,90418284.4300882,98418244.8895207,83287190.2970638
"8944","DALYs (Disability-Adjusted Life Years)","Global","Both","Neonatal encephalopathy due to birth asphyxia and trauma",2007,69031384.761308,76659977.1094529,61164366.3021075
"8945","DALYs (Disability-Adjusted Life Years)","Global","Both","Neonatal sepsis and other neonatal infections",2007,25806260.7018448,29188343.1338183,22189307.4196047
"8946","DALYs (Disability-Adjusted Life Years)","Global","Both","Hemolytic disease and other neonatal jaundice",2007,8542859.99244054,9719284.48834979,7499268.08658736
"8947","DALYs (Disability-Adjusted Life Years)","Global","Both","Other neonatal disorders",2007,44683722.2432472,50271046.4714791,40012081.9092201
"8948","DALYs (Disability-Adjusted Life Years)","Global","Both","Protein-energy malnutrition",2007,23676789.879298,27530041.2530707,20236521.8368032
"8949","DALYs (Disability-Adjusted Life Years)","Global","Both","Ischemic stroke",2007,51127496.4658239,54630350.4797311,47640324.8263459
"8950","DALYs (Disability-Adjusted Life Years)","Global","Both","Intracerebral hemorrhage",2007,66542589.4178637,70105643.637049,63038150.4498417
"8951","DALYs (Disability-Adjusted Life Years)","Global","Both","Subarachnoid hemorrhage",2007,10281027.0164163,12248206.6033064,8739451.76039858
"8952","DALYs (Disability-Adjusted Life Years)","Global","Both","Hypertensive heart disease",2007,15853394.4362518,17441473.9191793,13473847.0123538
"8953","DALYs (Disability-Adjusted Life Years)","Global","Both","Atrial fibrillation and flutter",2007,5767926.08406905,7189137.25214948,4618432.54967624
"8954","DALYs (Disability-Adjusted Life Years)","Global","Both","Aortic aneurysm",2007,2612458.71284472,2802856.28894026,2438299.11129898
"8955","DALYs (Disability-Adjusted Life Years)","Global","Both","Other vision loss",2006,2431821.82127183,3313428.23107945,1737083.45120883
"8956","DALYs (Disability-Adjusted Life Years)","Global","Both","Other sense organ diseases",2006,2519404.7730077,3873727.30148699,1502338.5854415
"8957","DALYs (Disability-Adjusted Life Years)","Global","Both","Caries of deciduous teeth",2006,186500.78075132,392741.18025268,81968.8039973173
"8958","DALYs (Disability-Adjusted Life Years)","Global","Both","Caries of permanent teeth",2006,1732021.98396519,3377077.00340911,784579.438814201
"8959","DALYs (Disability-Adjusted Life Years)","Global","Both","Periodontal diseases",2006,5127521.53055051,11248187.0158549,2001312.43174816
"8960","DALYs (Disability-Adjusted Life Years)","Global","Both","Edentulism",2006,7213609.73751132,10449950.1690513,4700658.01251688
"8961","DALYs (Disability-Adjusted Life Years)","Global","Both","Other oral disorders",2006,3549128.2101509,5178266.30657096,2216315.70718545
"8962","DALYs (Disability-Adjusted Life Years)","Global","Both","Sudden infant death syndrome",2006,3353247.21896694,7637538.29386701,1333092.95058001
"8963","DALYs (Disability-Adjusted Life Years)","Global","Both","Pedestrian road injuries",2006,27703255.5804446,30523098.0450942,24013926.5880764
"8964","DALYs (Disability-Adjusted Life Years)","Global","Both","Cyclist road injuries",2006,6136009.35555145,7251672.95433062,5140473.59725653
"8965","DALYs (Disability-Adjusted Life Years)","Global","Both","Motorcyclist road injuries",2006,16200235.1459588,17944948.488354,13899327.9294313
"8966","DALYs (Disability-Adjusted Life Years)","Global","Both","Motor vehicle road injuries",2006,26877784.6634438,29318151.8413552,24281566.0285407
"8967","DALYs (Disability-Adjusted Life Years)","Global","Both","Foreign body in other body part",2007,972288.732765604,1219682.54107017,749692.427214679
"8968","DALYs (Disability-Adjusted Life Years)","Global","Both","Other unintentional injuries",2007,9870427.58697129,11419632.3716117,7759030.1379069
"8969","DALYs (Disability-Adjusted Life Years)","Global","Both","Atopic dermatitis",2007,6816329.06835691,11478684.123871,3642917.69677426
"8970","DALYs (Disability-Adjusted Life Years)","Global","Both","Contact dermatitis",2007,1862854.69145737,2771870.01682844,1165929.00020582
"8971","DALYs (Disability-Adjusted Life Years)","Global","Both","Seborrhoeic dermatitis",2007,257241.202333173,408276.473385622,146657.622386822
"8972","DALYs (Disability-Adjusted Life Years)","Global","Both","Maternal abortion and miscarriage",2007,2072584.68468401,2330920.28666771,1803946.48818966
"8973","DALYs (Disability-Adjusted Life Years)","Global","Both","Liver cancer due to NASH",2007,549429.093395194,658173.098632122,457627.537813645
"8974","DALYs (Disability-Adjusted Life Years)","Global","Both","Chronic kidney disease due to diabetes mellitus type 1",2007,2716134.27858555,3579610.33898981,1975501.73893128
"8975","DALYs (Disability-Adjusted Life Years)","Global","Both","Chronic kidney disease due to diabetes mellitus type 2",2007,7192228.94455731,8386548.24994957,5969112.94958366
"8976","DALYs (Disability-Adjusted Life Years)","Global","Both","Refraction disorders",2007,5409919.50604247,7595696.55378942,3662416.11143805
"8977","DALYs (Disability-Adjusted Life Years)","Global","Both","Near vision loss",2007,3591590.30983703,7167866.04237164,1639453.61144655
"8978","DALYs (Disability-Adjusted Life Years)","Global","Both","Foreign body in other body part",2006,973321.341569993,1218902.46231616,750408.489202515
"8979","DALYs (Disability-Adjusted Life Years)","Global","Both","Other unintentional injuries",2006,9943203.70441826,11521903.1497114,7879385.46704436
"8980","DALYs (Disability-Adjusted Life Years)","Global","Both","Atopic dermatitis",2006,6757313.53450872,11378403.0345708,3613750.38862881
"8981","DALYs (Disability-Adjusted Life Years)","Global","Both","Contact dermatitis",2006,1829061.14219653,2722128.1018265,1146025.42677209
"8982","DALYs (Disability-Adjusted Life Years)","Global","Both","Seborrhoeic dermatitis",2006,253209.437564986,401513.246637982,144347.670937958
"8983","DALYs (Disability-Adjusted Life Years)","Global","Both","Maternal abortion and miscarriage",2006,2193740.44648034,2476503.8485965,1914920.70342986
"8984","DALYs (Disability-Adjusted Life Years)","Global","Both","Liver cancer due to NASH",2006,537177.810183911,642391.354122699,449538.725441411
"8985","DALYs (Disability-Adjusted Life Years)","Global","Both","Chronic kidney disease due to diabetes mellitus type 1",2006,2680600.42334918,3505512.63583853,1957521.64818695
"8986","DALYs (Disability-Adjusted Life Years)","Global","Both","Chronic kidney disease due to diabetes mellitus type 2",2006,7000467.60011213,8121113.28921554,5794300.36144581
"8987","DALYs (Disability-Adjusted Life Years)","Global","Both","Refraction disorders",2006,5321090.91139624,7466438.45006622,3599318.21576038
"8988","DALYs (Disability-Adjusted Life Years)","Global","Both","Near vision loss",2006,3502135.41040148,6991582.42282369,1598295.46697187
"8989","DALYs (Disability-Adjusted Life Years)","Global","Both","Peptic ulcer disease",2007,6802386.48045234,7405475.81049139,6386715.12952458
"8990","DALYs (Disability-Adjusted Life Years)","Global","Both","Gastritis and duodenitis",2007,2468085.01897089,3268278.55856201,1892379.21738148
"8991","DALYs (Disability-Adjusted Life Years)","Global","Both","Appendicitis",2007,1720861.42829824,2021141.94738163,1431970.36710131
"8992","DALYs (Disability-Adjusted Life Years)","Global","Both","Paralytic ileus and intestinal obstruction",2007,6613664.40697678,7271608.73998014,5515762.10648673
"8993","DALYs (Disability-Adjusted Life Years)","Global","Both","Inguinal, femoral, and abdominal hernia",2007,3032282.0600574,3797940.18774568,2390403.00872954
"8994","DALYs (Disability-Adjusted Life Years)","Global","Both","Inflammatory bowel disease",2007,1422163.71166964,1667046.07497862,1187338.56895447
"8995","DALYs (Disability-Adjusted Life Years)","Global","Both","Vascular intestinal disorders",2007,1512057.56182502,1625487.70871575,1410555.38566972
"8996","DALYs (Disability-Adjusted Life Years)","Global","Both","Gallbladder and biliary diseases",2007,5220406.24463418,6745538.00534236,4022818.4150877
"8997","DALYs (Disability-Adjusted Life Years)","Global","Both","Pancreatitis",2007,3293822.49922653,3671920.23072297,3010549.63520732
"8998","DALYs (Disability-Adjusted Life Years)","Global","Both","Gastroesophageal reflux disease",2007,4721765.42526987,8426635.33384095,2449833.3523871
"8999","DALYs (Disability-Adjusted Life Years)","Global","Both","Endocrine, metabolic, blood, and immune disorders",2007,18693050.8683163,24293162.5412532,13932288.6200821
"9000","DALYs (Disability-Adjusted Life Years)","Global","Both","Rheumatoid arthritis",2007,2487372.12491455,3121441.75489667,1907512.45454557
"9001","DALYs (Disability-Adjusted Life Years)","Global","Both","Low back pain",2007,53692692.5990025,71632264.6874557,37816224.1521735
"9002","DALYs (Disability-Adjusted Life Years)","Global","Both","HIV/AIDS resulting in other diseases",2009,58005845.600084,73829271.3047503,47490653.8459386
"9003","DALYs (Disability-Adjusted Life Years)","Global","Both","Diarrheal diseases",2009,116876417.222343,138690153.309497,98834718.8829628
"9004","DALYs (Disability-Adjusted Life Years)","Global","Both","Typhoid fever",2009,10542838.2017362,18242473.0997565,5127405.5922254
"9005","DALYs (Disability-Adjusted Life Years)","Global","Both","Paratyphoid fever",2009,1884531.20704114,3801639.68110398,784055.935890815
"9006","DALYs (Disability-Adjusted Life Years)","Global","Both","Cannabis use disorders",2007,601520.638449528,932255.553994751,363348.472559514
"9007","DALYs (Disability-Adjusted Life Years)","Global","Both","Other drug use disorders",2007,1718927.14250784,2238240.03025535,1319062.56384611
"9008","DALYs (Disability-Adjusted Life Years)","Global","Both","Digestive congenital anomalies",2007,5429444.76192049,9745696.96923448,3184882.40492457
"9009","DALYs (Disability-Adjusted Life Years)","Global","Both","Other congenital birth defects",2007,16268877.797376,27742777.238835,10196340.4782148
"9010","DALYs (Disability-Adjusted Life Years)","Global","Both","Psoriasis",2007,3227497.17410876,4280541.27698247,2286883.41969824
"9011","DALYs (Disability-Adjusted Life Years)","Global","Both","Cellulitis",2007,463611.345948724,568755.196665384,332584.383352193
"9012","DALYs (Disability-Adjusted Life Years)","Global","Both","Pyoderma",2007,1423087.32235711,1732994.72259267,1063437.58656806
"9013","DALYs (Disability-Adjusted Life Years)","Global","Both","Scabies",2007,4459933.45485858,7128584.35903066,2451079.56312938
"9014","DALYs (Disability-Adjusted Life Years)","Global","Both","Fungal skin diseases",2007,2646324.30215487,5565627.61892534,1079624.75762372
"9015","DALYs (Disability-Adjusted Life Years)","Global","Both","Viral skin diseases",2007,4337652.19204076,6486186.69294589,2771336.93666152
"9016","DALYs (Disability-Adjusted Life Years)","Global","Both","Acne vulgaris",2007,4479451.47281346,7096974.42421281,2688549.35735225
"9017","DALYs (Disability-Adjusted Life Years)","Global","Both","Alopecia areata",2007,521352.387228985,772736.944001919,327737.699237972
"9018","DALYs (Disability-Adjusted Life Years)","Global","Both","Pruritus",2007,631024.676205997,1130910.31589625,302635.820652439
"9019","DALYs (Disability-Adjusted Life Years)","Global","Both","HIV/AIDS resulting in other diseases",2005,71916749.026126,94063560.4067695,54655474.2864901
"9020","DALYs (Disability-Adjusted Life Years)","Global","Both","Diarrheal diseases",2005,130015781.610977,154594084.449767,109396753.935544
"9021","DALYs (Disability-Adjusted Life Years)","Global","Both","Typhoid fever",2005,11205758.3466909,19460278.524885,5408014.5339803
"9022","DALYs (Disability-Adjusted Life Years)","Global","Both","Paratyphoid fever",2005,2031264.07940616,4145805.10781482,843945.937343953
"9023","DALYs (Disability-Adjusted Life Years)","Global","Both","Other intestinal infectious diseases",2005,196634.527791582,252246.262699071,146416.13373785
"9024","DALYs (Disability-Adjusted Life Years)","Global","Both","Lower respiratory infections",2005,146934693.610904,164187545.314158,132397620.370902
"9025","DALYs (Disability-Adjusted Life Years)","Global","Both","Upper respiratory infections",2005,6117082.64556949,9475013.0310075,3704903.27612852
"9026","DALYs (Disability-Adjusted Life Years)","Global","Both","Otitis media",2005,2314203.41163886,3736965.25033419,1373013.90978961
"9027","DALYs (Disability-Adjusted Life Years)","Global","Both","Major depressive disorder",2009,31973717.1004139,43706222.4130301,22032936.3105439
"9028","DALYs (Disability-Adjusted Life Years)","Global","Both","Dysthymia",2009,8211648.77459113,12133044.1201936,5312792.66219985
"9029","DALYs (Disability-Adjusted Life Years)","Global","Both","Bipolar disorder",2009,7419727.20430864,11386536.0389582,4523026.86386347
"9030","DALYs (Disability-Adjusted Life Years)","Global","Both","Anxiety disorders",2009,25519195.7712001,34818262.9665677,17785290.5913207
"9031","DALYs (Disability-Adjusted Life Years)","Global","Both","Anorexia nervosa",2009,752711.210234019,1180461.6081947,452337.801029755
"9032","DALYs (Disability-Adjusted Life Years)","Global","Both","Bulimia nervosa",2009,1764529.95113374,2760207.27257481,1025210.11836373
"9033","DALYs (Disability-Adjusted Life Years)","Global","Both","Autism spectrum disorders",2009,3912568.14006084,5676112.79246234,2554955.58717042
"9034","DALYs (Disability-Adjusted Life Years)","Global","Both","Attention-deficit/hyperactivity disorder",2009,1016517.94829887,1730715.82299674,580019.988467302
"9035","DALYs (Disability-Adjusted Life Years)","Global","Both","Conduct disorder",2009,4583254.97276384,7192406.80341451,2580061.42648188
"9036","DALYs (Disability-Adjusted Life Years)","Global","Both","Idiopathic developmental intellectual disability",2009,4429088.83679683,7235482.18138234,2336204.24437471
"9037","DALYs (Disability-Adjusted Life Years)","Global","Both","Other mental disorders",2009,7310146.33395885,11105366.7332701,4678017.50631694
"9038","DALYs (Disability-Adjusted Life Years)","Global","Both","Acute glomerulonephritis",2009,375558.286931711,435580.643740676,269753.221840175
"9039","DALYs (Disability-Adjusted Life Years)","Global","Both","Chronic kidney disease due to hypertension",2009,7666516.82111061,8790732.28415913,6690341.97229641
"9040","DALYs (Disability-Adjusted Life Years)","Global","Both","Other intestinal infectious diseases",2007,183792.437284416,245458.157659973,137375.831617196
"9041","DALYs (Disability-Adjusted Life Years)","Global","Both","Lower respiratory infections",2007,138867614.965889,154632561.256689,125339158.380408
"9042","DALYs (Disability-Adjusted Life Years)","Global","Both","Upper respiratory infections",2007,6130195.29244689,9434066.05517796,3713554.58440963
"9043","DALYs (Disability-Adjusted Life Years)","Global","Both","Otitis media",2007,2336706.38960834,3805133.29746974,1391243.61384322
"9044","DALYs (Disability-Adjusted Life Years)","Global","Both","Meningitis",2007,26336495.6230206,30057435.1504977,23110766.3677726
"9045","DALYs (Disability-Adjusted Life Years)","Global","Both","Encephalitis",2007,5640983.06213255,6915016.17112181,5011555.40536942
"9046","DALYs (Disability-Adjusted Life Years)","Global","Both","Diphtheria",2007,871077.347564247,1241286.32885739,612627.56825815
"9047","DALYs (Disability-Adjusted Life Years)","Global","Both","Whooping cough",2007,14696164.0853869,28748362.9564246,6453269.28542176
"9048","DALYs (Disability-Adjusted Life Years)","Global","Both","Tetanus",2007,6270419.61897435,7713693.75436437,5246628.36577132
"9049","DALYs (Disability-Adjusted Life Years)","Global","Both","Measles",2007,22900138.8724124,47411036.7176027,8392192.40806125
"9050","DALYs (Disability-Adjusted Life Years)","Global","Both","Varicella and herpes zoster",2007,1058759.60903451,1217632.37258294,925984.424921188
"9051","DALYs (Disability-Adjusted Life Years)","Global","Both","Esophageal cancer",2007,11302173.7888847,12179972.6149576,8502213.63620539
"9052","DALYs (Disability-Adjusted Life Years)","Global","Both","Stomach cancer",2007,22663510.8603226,23780155.5986525,21571648.8207332
"9053","DALYs (Disability-Adjusted Life Years)","Global","Both","Other intestinal infectious diseases",2009,168460.282031825,217184.246882204,124257.982653688
"9054","DALYs (Disability-Adjusted Life Years)","Global","Both","Lower respiratory infections",2009,131189914.864422,145885991.386048,118487085.681856
